45259.2200 0.0000 47221.3880 0.0000 49983.2700 0.0000 53322.9660 0.0000 52724.0890 0.0000 54637.1540 0.0000 58710.6240 0.0000 59754.3620 0.0000 62108.0970 0.0000 66454.1570 0.0000 69632.4050 0.0000 72722.7830 0.0000 70559.2760 0.0000 74426.4120 0.0000 80744.2610 0.0000 79488.8110 
43942.3480 0.0000 46523.3430 0.0000 48305.4170 0.0000 49129.7540 0.0000 53134.1570 0.0000 58780.6970 0.0000 57972.3870 0.0000 62465.5460 0.0000 61387.7100 0.0000 64616.5470 0.0000 66579.8100 0.0000 71500.0900 0.0000 74444.2880 0.0000 73929.4960 0.0000 75306.0530 0.0000 78916.5440 
44469.3470 0.0000 46852.1210 0.0000 48815.0940 0.0000 51742.1510 0.0000 53356.2560 0.0000 55521.1840 0.0000 58880.7810 0.0000 58793.3520 0.0000 66614.8600 0.0000 65223.6860 0.0000 65439.2490 0.0000 67182.0960 0.0000 73367.5980 0.0000 75022.8390 0.0000 73775.0410 0.0000 81446.3450 
45890.1490 0.0000 45347.1710 0.0000 48600.5200 0.0000 51323.1420 0.0000 53183.1580 0.0000 52956.4780 0.0000 57736.4270 0.0000 60134.6220 0.0000 61289.5540 0.0000 64116.9980 0.0000 70778.5820 0.0000 72481.7770 0.0000 71363.4190 0.0000 73095.8970 0.0000 81090.6630 0.0000 77627.0590 
43806.8690 0.0000 47110.0360 0.0000 49666.7680 0.0000 50661.4210 0.0000 52520.4540 0.0000 57560.7250 0.0000 58470.6040 0.0000 58846.9960 0.0000 63663.4770 0.0000 65150.6240 0.0000 67079.8880 0.0000 69010.7430 0.0000 69991.7450 0.0000 77196.0000 0.0000 77858.1880 0.0000 79543.0370 
45093.5350 0.0000 46076.4050 0.0000 48309.5960 0.0000 52480.2140 0.0000 53053.0820 0.0000 57551.9400 0.0000 56398.9480 0.0000 61618.2220 0.0000 60747.3840 0.0000 65031.4900 0.0000 63054.5860 0.0000 69486.5310 0.0000 74069.9930 0.0000 75289.4760 0.0000 74799.3240 0.0000 82265.9380 
44206.0810 0.0000 46201.0860 0.0000 48475.2570 0.0000 51542.9400 0.0000 52742.6420 0.0000 55166.1840 0.0000 60262.3650 0.0000 60382.8690 0.0000 64393.4360 0.0000 67927.4640 0.0000 71221.7240 0.0000 73247.9450 0.0000 73293.3430 0.0000 73084.8280 0.0000 77172.7290 0.0000 75861.4610 
44895.8290 0.0000 47614.9310 0.0000 47731.6280 0.0000 51443.7400 0.0000 51640.4930 0.0000 55340.6530 0.0000 55469.6810 0.0000 60124.5910 0.0000 64239.2700 0.0000 64505.2130 0.0000 67440.5680 0.0000 67031.6320 0.0000 73504.8960 0.0000 79591.3830 0.0000 77469.0510 0.0000 84190.9480 
44720.9490 0.0000 46914.5580 0.0000 50291.3480 0.0000 50912.0080 0.0000 51996.2030 0.0000 54557.5970 0.0000 57084.1880 0.0000 61950.5900 0.0000 62774.9320 0.0000 67322.6530 0.0000 67279.2090 0.0000 67320.1030 0.0000 69351.6580 0.0000 73508.2240 0.0000 77468.9880 0.0000 79225.6190 
43818.3490 0.0000 46438.7610 0.0000 47147.2870 0.0000 51339.1390 0.0000 54476.2140 0.0000 55194.0930 0.0000 55084.5320 0.0000 60009.9910 0.0000 61994.8360 0.0000 59734.9310 0.0000 65200.3880 0.0000 73672.1680 0.0000 74879.6130 0.0000 74463.0780 0.0000 74383.2210 0.0000 78126.9280 
