Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	aP (1/K)	kT (1/Pa)
527.65	90	223	0.0044843	16.81	23.285	69.874	41.646	55.278	984.15	-0.28124	31.588	0.11838	0.0014855928152	0.00614542000863
529.3	90	222.46	0.0044953	16.885	23.376	70.047	41.735	55.345	983.73	-0.28091	31.563	0.11853	0.00148200748653	0.00615990776368
530.95	90	221.91	0.0045063	16.961	23.467	70.219	41.825	55.412	983.32	-0.28057	31.538	0.11868	0.0014783935902	0.0061744923592
532.6	90	221.37	0.0045173	17.037	23.559	70.392	41.915	55.479	982.92	-0.28025	31.514	0.11883	0.0014747567159	0.00618876575388
534.25	90	220.84	0.0045282	17.112	23.65	70.563	42.005	55.546	982.52	-0.27992	31.49	0.11899	0.00147112796948	0.0062028497743
535.9	90	220.3	0.0045392	17.188	23.742	70.735	42.095	55.614	982.14	-0.27961	31.466	0.11914	0.00146757878617	0.00621716399677
537.55	90	219.77	0.0045502	17.264	23.834	70.906	42.185	55.681	981.76	-0.2793	31.444	0.1193	0.00146395364342	0.00623117427021
539.2	90	219.24	0.0045612	17.34	23.926	71.076	42.275	55.749	981.4	-0.27899	31.421	0.11946	0.00146039074394	0.0062451311717
540.85	90	218.71	0.0045722	17.416	24.018	71.247	42.365	55.817	981.04	-0.27869	31.399	0.11963	0.00145685230199	0.00625917665374
542.5	90	218.19	0.0045832	17.493	24.11	71.417	42.455	55.884	980.69	-0.2784	31.378	0.11979	0.00145322288983	0.00627278356163
544.15	90	217.67	0.0045942	17.569	24.202	71.587	42.545	55.952	980.35	-0.27811	31.357	0.11995	0.00144967002262	0.00628646067785
545.8	90	217.15	0.0046052	17.645	24.295	71.756	42.635	56.021	980.02	-0.27783	31.336	0.12012	0.00144619332708	0.00630020786295
547.45	90	216.63	0.0046162	17.722	24.387	71.926	42.725	56.089	979.7	-0.27755	31.316	0.12029	0.00144265876109	0.0063137998421
549.1	90	216.12	0.0046272	17.799	24.48	72.094	42.815	56.157	979.38	-0.27728	31.296	0.12046	0.00143911464578	0.00632718495374
550.75	90	215.6	0.0046381	17.876	24.572	72.263	42.905	56.226	979.07	-0.27701	31.277	0.12063	0.00143569485482	0.00634093116432
552.4	90	215.09	0.0046491	17.953	24.665	72.431	42.995	56.294	978.77	-0.27674	31.258	0.12081	0.00143216827836	0.00635422570401
554.05	90	214.59	0.0046601	18.03	24.758	72.599	43.085	56.363	978.48	-0.27648	31.24	0.12098	0.00142868360411	0.00636728981287
555.7	90	214.08	0.0046711	18.107	24.851	72.767	43.175	56.432	978.2	-0.27623	31.221	0.12116	0.00142524066868	0.00638060240188
557.35	90	213.58	0.0046821	18.184	24.944	72.934	43.265	56.501	977.92	-0.27598	31.204	0.12134	0.00142178734799	0.00639369901223
559	90	213.08	0.0046931	18.262	25.038	73.102	43.355	56.57	977.65	-0.27573	31.187	0.12152	0.00141834224537	0.0064067457703
560.65	90	212.58	0.0047041	18.339	25.131	73.268	43.445	56.639	977.39	-0.27549	31.17	0.1217	0.0014149052773	0.00641974222673
562.3	90	212.09	0.004715	18.417	25.225	73.435	43.535	56.708	977.14	-0.27526	31.153	0.12188	0.00141145805369	0.00643238463865
563.95	90	211.59	0.004726	18.495	25.318	73.601	43.625	56.777	976.89	-0.27502	31.137	0.12206	0.00140805145567	0.00644540979901
565.6	90	211.1	0.004737	18.572	25.412	73.767	43.715	56.847	976.65	-0.2748	31.121	0.12225	0.00140468525792	0.0064581916038
567.25	90	210.62	0.004748	18.65	25.506	73.933	43.805	56.916	976.42	-0.27457	31.106	0.12244	0.00140122762582	0.00647049855607
568.9	90	210.13	0.0047589	18.729	25.6	74.098	43.896	56.986	976.2	-0.27435	31.091	0.12263	0.00139782197623	0.0064830229558
570.55	90	209.65	0.0047699	18.807	25.694	74.263	43.986	57.056	975.98	-0.27414	31.076	0.12282	0.00139445946228	0.00649546352974
572.2	90	209.17	0.0047809	18.885	25.788	74.428	44.076	57.125	975.77	-0.27393	31.062	0.12301	0.00139103877443	0.00650773289051
573.85	90	208.69	0.0047919	18.964	25.882	74.593	44.166	57.195	975.57	-0.27372	31.048	0.1232	0.00138769088338	0.0065200583692
575.5	90	208.21	0.0048028	19.042	25.977	74.757	44.256	57.265	975.37	-0.27352	31.035	0.1234	0.00138437875835	0.00653245964073
577.15	90	207.74	0.0048138	19.121	26.071	74.921	44.346	57.335	975.18	-0.27332	31.021	0.12359	0.00138102594381	0.00654448784472
578.8	90	207.26	0.0048248	19.2	26.166	75.085	44.436	57.406	974.99	-0.27312	31.009	0.12379	0.00137779258309	0.00655702005526
580.45	90	206.79	0.0048357	19.279	26.261	75.249	44.526	57.476	974.82	-0.27293	30.996	0.12399	0.00137446773202	0.006568927357
582.1	90	206.33	0.0048467	19.358	26.356	75.412	44.616	57.546	974.65	-0.27274	30.984	0.12419	0.00137111628679	0.00658058885288
583.75	90	205.86	0.0048577	19.437	26.451	75.575	44.706	57.617	974.48	-0.27255	30.972	0.12439	0.00136788367226	0.00659275594603
585.4	90	205.4	0.0048686	19.516	26.546	75.738	44.795	57.687	974.32	-0.27237	30.961	0.12459	0.00136464167133	0.00660457291276
587.05	90	204.93	0.0048796	19.596	26.641	75.9	44.885	57.758	974.17	-0.27219	30.949	0.1248	0.00136142174135	0.00661661514293
588.7	90	204.48	0.0048906	19.675	26.736	76.062	44.975	57.828	974.03	-0.27202	30.938	0.125	0.00135807711254	0.0066278320872
590.35	90	204.02	0.0049015	19.755	26.832	76.224	45.065	57.899	973.89	-0.27185	30.928	0.12521	0.00135486434313	0.00663955742308
592	90	203.56	0.0049125	19.835	26.928	76.386	45.155	57.97	973.75	-0.27168	30.918	0.12542	0.00135165769985	0.00665135411666
593.65	90	203.11	0.0049234	19.915	27.023	76.547	45.245	58.041	973.62	-0.27151	30.908	0.12563	0.00134843756826	0.00666275761889
595.3	90	202.66	0.0049344	19.995	27.119	76.708	45.334	58.112	973.5	-0.27135	30.898	0.12584	0.00134527712687	0.00667424019564
596.95	90	202.21	0.0049453	20.075	27.215	76.869	45.424	58.183	973.39	-0.27119	30.889	0.12605	0.00134206858114	0.00668550696288
598.6	90	201.76	0.0049563	20.155	27.311	77.03	45.514	58.254	973.28	-0.27104	30.88	0.12626	0.00133886602681	0.0066968424036
600.25	90	201.32	0.0049672	20.235	27.407	77.191	45.603	58.325	973.17	-0.27089	30.871	0.12648	0.00133573036504	0.00670806075173
601.9	90	200.88	0.0049782	20.316	27.504	77.351	45.693	58.396	973.07	-0.27074	30.863	0.12669	0.00133251959737	0.00671906063997
603.55	90	200.44	0.0049891	20.396	27.6	77.511	45.783	58.467	972.98	-0.27059	30.855	0.12691	0.00132932775933	0.00672998881844
605.2	90	200	0.0050001	20.477	27.696	77.67	45.872	58.539	972.89	-0.27045	30.847	0.12713	0.00132627221849	0.00674124558859
606.85	90	199.56	0.005011	20.558	27.793	77.83	45.962	58.61	972.81	-0.27031	30.839	0.12735	0.00132310464458	0.00675216824495
