Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	aP (1/K)	kT (1/Pa)
608.5	90	199.13	0.0050219	20.639	27.89	77.989	46.051	58.681	972.73	-0.27017	30.832	0.12757	0.00131998937235	0.0067629647955
610.15	90	198.69	0.0050329	20.72	27.987	78.148	46.141	58.753	972.66	-0.27003	30.825	0.12779	0.00131689606874	0.00677399578992
611.8	90	198.26	0.0050438	20.801	28.084	78.307	46.23	58.825	972.59	-0.2699	30.818	0.12801	0.00131386761722	0.00678489827511
613.45	90	197.83	0.0050548	20.883	28.181	78.465	46.319	58.896	972.53	-0.26977	30.812	0.12824	0.00131076761953	0.00679561021271
615.1	90	197.41	0.0050657	20.964	28.278	78.624	46.409	58.968	972.47	-0.26964	30.805	0.12846	0.001307662766	0.00680601048915
616.75	90	196.98	0.0050766	21.046	28.375	78.782	46.498	59.039	972.42	-0.26952	30.799	0.12869	0.00130459875684	0.00681671004911
618.4	90	196.56	0.0050875	21.127	28.473	78.94	46.587	59.111	972.37	-0.2694	30.794	0.12892	0.00130158265704	0.00682724229055
620.05	90	196.14	0.0050985	21.209	28.571	79.097	46.676	59.183	972.33	-0.26928	30.788	0.12914	0.0012985582207	0.00683769622369
621.7	90	195.72	0.0051094	21.291	28.668	79.255	46.765	59.255	972.3	-0.26916	30.783	0.12937	0.00129555093987	0.00684807148534
623.35	90	195.3	0.0051203	21.373	28.766	79.412	46.854	59.327	972.26	-0.26904	30.778	0.1296	0.00129257457804	0.00685864988569
625	90	194.89	0.0051312	21.455	28.864	79.569	46.943	59.399	972.24	-0.26893	30.774	0.12983	0.00128955604309	0.0068686560174
