Temperature(K) Pressure(MPa) Hconf(kcal/mol) dHconf Volume(A3) dV V^2(A6) dV^2 V*Hconf(A3*kcal/mol) dV*Hconf Uconf(kcal/mol) dUconf Uconf*Hconf(kcal/mol) dUconf*Hconf rho(kg/m3) drho aP(1/K) daP kT(1/MPa) dkT Cp_id(J/molK) Cp(J/molK) dCp Cv(J/molK) dCv uJT(K/MPa) duJT SS(m/s) dSS
3.6681700000e+02 5.0000000000e+01 4.5968592670e+01 3.1601663348e-01 6.1271470118e+04 2.2135769121e+01 3.7576473098e+09 2.7153042295e+06 2.8629320529e+06 2.0370183913e+04 -3.9497960295e+02 1.6834021747e-01 -1.7802429372e+04 1.1741793033e+02 2.2260334433e+02 8.0420728052e-02 2.8302589287e-03 1.7166034160e-03 1.1131763674e-02 1.2371564836e-02 3.8812216243e+01 5.1522086955e+01 5.7665776041e+00 3.2499170718e+01 2.8809140181e+01 5.3414896677e-02 8.7709771655e-01 7.9985774104e+02 7.4798526141e+02
3.7348300000e+02 5.0000000000e+01 6.2870955195e+01 3.1374322972e-01 6.2421736129e+04 2.2376343381e+01 3.9000808704e+09 2.7940785286e+06 3.9720809772e+06 2.0936284195e+04 -3.8635528110e+02 1.6450871416e-01 -2.3940460763e+04 1.1156801114e+02 2.1850135876e+02 7.8326264790e-02 2.7490582814e-03 1.6588927379e-03 1.1208409996e-02 1.2277851917e-02 3.9161391831e+01 5.1258929227e+01 5.5739276313e+00 3.2770009054e+01 2.7445032756e+01 3.8281587271e-02 8.8471267768e-01 7.9918515613e+02 7.2325421733e+02
3.8015000000e+02 5.0000000000e+01 7.9303177247e+01 3.0648632315e-01 6.3560983864e+04 2.2254740423e+01 4.0437749447e+09 2.8304845122e+06 5.0895400073e+06 2.1191819580e+04 -3.7812180526e+02 1.5838952884e-01 -2.9638912953e+04 1.0407219161e+02 2.1458500689e+02 7.5133097959e-02 2.6818080633e-03 1.5799971940e-03 1.1319696382e-02 1.1998849224e-02 3.9516878020e+01 5.1111085520e+01 5.3235794425e+00 3.3054019262e+01 2.5792000132e+01 2.8507131046e-02 8.7650306873e-01 7.9786302296e+02 6.8767676960e+02
3.8681700000e+02 5.0000000000e+01 9.5425428976e+01 3.0784453524e-01 6.4699540488e+04 2.2735901103e+01 4.1900288930e+09 2.9454335147e+06 6.2249557472e+06 2.2046999243e+04 -3.7019332606e+02 1.5634709151e-01 -3.4977664464e+04 9.9780615100e+01 2.1080882580e+02 7.4079793750e-02 2.6497008165e-03 1.5486155617e-03 1.1571541917e-02 1.2051054640e-02 3.9878124792e+01 5.1215178435e+01 5.2477769436e+00 3.3354819832e+01 2.4937872916e+01 3.7071675237e-02 8.8734098791e-01 7.9337778244e+02 6.6492193530e+02
3.9348300000e+02 5.0000000000e+01 1.1140508868e+02 3.0998232145e-01 6.5849703158e+04 2.3335868067e+01 4.3404470466e+09 3.0761716791e+06 7.3894454000e+06 2.2950733709e+04 -3.6249096333e+02 1.5438966728e-01 -4.0032438686e+04 9.6160375407e+01 2.0712673719e+02 7.3401731222e-02 2.6383166643e-03 1.5214982259e-03 1.1918389513e-02 1.2158161502e-02 4.0244597668e+01 5.1467198166e+01 5.2023426971e+00 3.3668139215e+01 2.4198225678e+01 5.7385539570e-02 8.9659256347e-01 7.8691683516e+02 6.4117643083e+02
4.0015000000e+02 5.0000000000e+01 1.2729838844e+02 3.0943614124e-01 6.7015392725e+04 2.3722743699e+01 4.4955980481e+09 3.1821793264e+06 8.5868988814e+06 2.3685067267e+04 -3.5498670190e+02 1.5129640877e-01 -4.4835921445e+04 9.1758525052e+01 2.0352390109e+02 7.2045318931e-02 2.6237177455e-03 1.4831681868e-03 1.2249390815e-02 1.2153212113e-02 4.0615947596e+01 5.1715911902e+01 5.1280149362e+00 3.3990427917e+01 2.3306036323e+01 7.6026240450e-02 8.9871140592e-01 7.8121185062e+02 6.1433744416e+02
4.0681700000e+02 5.0000000000e+01 1.4306327652e+02 3.1016727368e-01 6.8192186743e+04 2.4148028053e+01 4.6549677551e+09 3.2962816815e+06 9.8140265319e+06 2.4527557430e+04 -3.4769076679e+02 1.4911244056e-01 -4.9387284612e+04 8.7851893047e+01 2.0001168479e+02 7.0827583129e-02 2.5963487404e-03 1.4524166337e-03 1.2514939763e-02 1.2168730468e-02 4.0991681694e+01 5.1897864764e+01 5.0872291582e+00 3.4322191158e+01 2.2546244271e+01 8.6916493080e-02 9.0635059716e-01 7.7722216291e+02 5.9355388471e+02
4.1348300000e+02 5.0000000000e+01 1.5864312402e+02 3.1001108849e-01 6.9374489202e+04 2.4514313944e+01 4.8178615051e+09 3.4039614638e+06 1.1066113927e+07 2.5301635447e+04 -3.4061951447e+02 1.4659008961e-01 -5.3682439399e+04 8.3951204245e+01 1.9660302104e+02 6.9472052848e-02 2.5595463745e-03 1.4186163993e-03 1.2730366158e-02 1.2153605139e-02 4.1371325614e+01 5.2026378570e+01 5.0422546535e+00 3.4663427288e+01 2.1768929209e+01 9.1483141299e-02 9.1268919397e-01 7.7439137443e+02 5.7456832579e+02
4.2015000000e+02 5.0000000000e+01 1.7399385289e+02 3.0824383360e-01 7.0557694672e+04 2.4763102381e+01 4.9836586005e+09 3.4967385929e+06 1.2338755429e+07 2.5948617948e+04 -3.3378387943e+02 1.4338730765e-01 -5.7723226056e+04 7.9824034205e+01 1.9330611953e+02 6.7843192029e-02 2.5110045362e-03 1.3790698156e-03 1.2876720377e-02 1.2081454938e-02 4.1754597497e+01 5.2085550627e+01 4.9802659872e+00 3.5012172461e+01 2.0936996859e+01 8.7631327086e-02 9.1615590563e-01 7.7307862667e+02 5.5685182098e+02
4.2681700000e+02 5.0000000000e+01 1.8903852414e+02 3.0548192924e-01 7.1733883423e+04 2.4886818570e+01 5.1512104749e+09 3.5720061876e+06 1.3623994740e+07 2.6492100398e+04 -3.2720380528e+02 1.4011343634e-01 -6.1504028530e+04 7.5646115400e+01 1.9013656461e+02 6.5964561810e-02 2.4463019639e-03 1.3363789715e-03 1.2917506236e-02 1.1950852101e-02 4.2141066076e+01 5.2049573064e+01 4.9069842600e+00 3.5366022602e+01 2.0089865921e+01 7.1524658922e-02 9.1882635692e-01 7.7409331043e+02 5.4204710676e+02
4.3348300000e+02 5.0000000000e+01 2.0372493459e+02 3.0214445738e-01 7.2896610031e+04 2.4899602270e+01 5.3195518898e+09 3.6315561679e+06 1.4915630374e+07 2.6962159798e+04 -3.2088510983e+02 1.3703973961e-01 -6.5025144583e+04 7.1494382609e+01 1.8710381943e+02 6.3909840046e-02 2.3795883144e-03 1.2926217937e-03 1.2918700510e-02 1.1772772629e-02 4.2530319100e+01 5.2014517836e+01 4.8276249379e+00 3.5723612981e+01 1.9258543118e+01 5.1943001456e-02 9.1944306079e-01 7.7612890690e+02 5.2791459429e+02
4.4015000000e+02 5.0000000000e+01 2.1811717614e+02 3.0055500492e-01 7.4049626305e+04 2.5027478972e+01 5.4892000040e+09 3.7091044612e+06 1.6217989305e+07 2.7584363822e+04 -3.1479070158e+02 1.3474737243e-01 -6.8314794183e+04 6.7916140989e+01 1.8419045228e+02 6.2253152397e-02 2.3324651890e-03 1.2580549080e-03 1.3006500214e-02 1.1655840094e-02 4.2922140237e+01 5.2119453178e+01 4.7806906480e+00 3.6084250773e+01 1.8586932993e+01 4.4509161397e-02 9.2173202798e-01 7.7647467523e+02 5.1389042909e+02
4.4681700000e+02 5.0000000000e+01 2.3233889990e+02 3.0142511445e-01 7.5203259011e+04 2.5400542157e+01 5.6616628696e+09 3.8242428084e+06 1.7541496249e+07 2.8443231983e+04 -3.0887124737e+02 1.3306213147e-01 -7.1415126514e+04 6.5161430752e+01 1.8136493471e+02 6.1257553601e-02 2.3077527381e-03 1.2351106583e-03 1.3219116042e-02 1.1654957786e-02 4.3316158091e+01 5.2369610512e+01 4.7780751343e+00 3.6446662968e+01 1.8096895748e+01 5.2601836518e-02 9.2782261922e-01 7.7416390225e+02 5.0037117389e+02
4.5348300000e+02 5.0000000000e+01 2.4646223860e+02 3.0243190728e-01 7.6364651490e+04 2.5856188835e+01 5.8380058624e+09 3.9529780014e+06 1.8892465153e+07 2.9332296648e+04 -3.0310602244e+02 1.3101190723e-01 -7.4355597825e+04 6.2739184476e+01 1.7860664449e+02 6.0474146570e-02 2.2899156350e-03 1.2137286155e-03 1.3481698560e-02 1.1689717940e-02 4.3712019238e+01 5.2652226961e+01 4.7824415527e+00 3.6809544521e+01 1.7632478405e+01 6.5571522276e-02 9.3354695575e-01 7.7073847374e+02 4.8661142637e+02
4.6015000000e+02 5.0000000000e+01 2.6047249584e+02 3.0208385462e-01 7.7533225677e+04 2.6213727606e+01 6.0181485371e+09 4.0681551902e+06 2.0269124467e+07 3.0099356634e+04 -2.9750556307e+02 1.2842157402e-01 -7.7144263507e+04 6.0216449358e+01 1.7591470032e+02 5.9476179353e-02 2.2637637274e-03 1.1877739396e-03 1.3698385335e-02 1.1678536176e-02 4.4109567143e+01 5.2871097813e+01 4.7680364516e+00 3.7172492395e+01 1.7105218117e+01 7.1875878755e-02 9.3679392306e-01 7.6826768758e+02 4.7309423179e+02
4.6681700000e+02 5.0000000000e+01 2.7430238380e+02 3.0069659977e-01 7.8702660152e+04 2.6434165353e+01 6.2011236432e+09 4.1633441393e+06 2.1664171843e+07 3.0753264307e+04 -2.9209166416e+02 1.2575106099e-01 -7.9776144967e+04 5.7569087679e+01 1.7330080246e+02 5.8207207471e-02 2.2253543021e-03 1.1584198373e-03 1.3829418978e-02 1.1607328883e-02 4.4508485008e+01 5.3010001255e+01 4.7369655672e+00 3.7535685605e+01 1.6539912891e+01 6.7813470635e-02 9.3874454625e-01 7.6763448540e+02 4.6096511778e+02
4.7348300000e+02 5.0000000000e+01 2.8789821336e+02 2.9880609949e-01 7.9866968613e+04 2.6564727990e+01 6.3859904050e+09 4.2453890127e+06 2.3071137022e+07 3.1340697380e+04 -2.8687493362e+02 1.2313046155e-01 -8.2248643617e+04 5.4934965358e+01 1.7077440645e+02 5.6801650718e-02 2.1803601679e-03 1.1279303915e-03 1.3900997629e-02 1.1499890839e-02 4.4908472181e+01 5.3110930142e+01 4.6972381689e+00 3.7899744001e+01 1.5977351085e+01 5.7242606229e-02 9.3990324336e-01 7.6831522365e+02 4.5018884746e+02
4.8015000000e+02 5.0000000000e+01 3.0125704593e+02 2.9693100825e-01 8.1024653300e+04 2.6689021467e+01 6.5724990079e+09 4.3273640279e+06 2.4488607033e+07 3.1924178540e+04 -2.8184753121e+02 1.2054053743e-01 -8.4569217372e+04 5.2480368910e+01 1.6833437238e+02 5.5448304868e-02 2.1378856694e-03 1.0985963275e-03 1.3971666936e-02 1.1393663001e-02 4.5309424258e+01 5.3234919282e+01 4.6584058393e+00 3.8265814708e+01 1.5452782989e+01 4.7450691553e-02 9.4043202289e-01 7.6909910103e+02 4.4003638104e+02
4.8681700000e+02 5.0000000000e+01 3.1441570467e+02 2.9584789249e-01 8.2178158765e+04 2.6889480027e+01 6.7610309287e+09 4.4226958016e+06 2.5919549192e+07 3.2594313254e+04 -2.7699022630e+02 1.1821604287e-01 -8.6752357702e+04 5.0340235745e+01 1.6597152291e+02 5.4307470711e-02 2.1044407612e-03 1.0732847918e-03 1.4087646988e-02 1.1323029523e-02 4.5711072158e+01 5.3427236488e+01 4.6330933123e+00 3.8634855916e+01 1.5003642390e+01 4.4283548023e-02 9.4165794199e-01 7.6905196704e+02 4.3023625269e+02
4.9348300000e+02 5.0000000000e+01 3.2743066572e+02 2.9599493049e-01 8.3331896740e+04 2.7191884804e+01 6.9522948108e+09 4.5357822974e+06 2.7369277343e+07 3.3398782642e+04 -2.7227829237e+02 1.1637332622e-01 -8.8814921362e+04 4.8533175572e+01 1.6367363151e+02 5.3408055110e-02 2.0794625796e-03 1.0531176454e-03 1.4248558168e-02 1.1296428537e-02 4.6113160815e+01 5.3686066542e+01 4.6269229920e+00 3.9007091155e+01 1.4641358264e+01 4.7795926387e-02 9.4491826557e-01 7.6821749084e+02 4.2116822741e+02
5.0015000000e+02 5.0000000000e+01 3.4034081387e+02 2.9657795725e-01 8.4488648185e+04 2.7517308725e+01 7.1467361220e+09 4.6534769363e+06 2.8841261337e+07 3.4245798963e+04 -2.6769285818e+02 1.1476712219e-01 -9.0769529407e+04 4.6908065680e+01 1.6143274219e+02 5.2577413658e-02 2.0554195517e-03 1.0348123760e-03 1.4405469994e-02 1.1278903504e-02 4.6515629773e+01 5.3958604332e+01 4.6262847459e+00 3.9382107964e+01 1.4317653177e+01 5.1600883805e-02 9.4899288824e-01 7.6757592852e+02 4.1303548110e+02
5.0681700000e+02 5.0000000000e+01 3.5312793375e+02 2.9622386777e-01 8.5645868445e+04 2.7743350889e+01 7.3439041418e+09 4.7549280040e+06 3.0332422944e+07 3.4975789369e+04 -2.6323382614e+02 1.1295424502e-01 -9.2618918974e+04 4.5262860256e+01 1.5925151333e+02 5.1586500250e-02 2.0237940065e-03 1.0135952194e-03 1.4499298255e-02 1.1220763341e-02 4.6918250407e+01 5.4181251342e+01 4.6097739166e+00 3.9759294279e+01 1.3963691435e+01 4.7770158432e-02 9.5123852311e-01 7.6822760043e+02 4.0568801392e+02
5.1348300000e+02 5.0000000000e+01 3.6573685269e+02 2.9446417320e-01 8.6797502957e+04 2.7821565879e+01 7.5427362340e+09 4.8314311012e+06 3.1835196743e+07 3.5527409471e+04 -2.5891279648e+02 1.1086098418e-01 -9.4360004982e+04 4.3526230773e+01 1.5713855463e+02 5.0368276746e-02 1.9823010449e-03 9.8816169800e-04 1.4511792118e-02 1.1105149999e-02 4.7320805975e+01 5.4333509304e+01 4.5703459187e+00 4.0138605554e+01 1.3556784734e+01 3.3592061206e-02 9.5069658849e-01 7.7046131297e+02 3.9892607903e+02
5.2015000000e+02 5.0000000000e+01 3.7812661812e+02 2.9196268214e-01 8.7938864079e+04 2.7808214900e+01 7.7423907589e+09 4.8923556722e+06 3.3343599160e+07 3.5974155462e+04 -2.5473698652e+02 1.0876191207e-01 -9.5991940120e+04 4.1792916395e+01 1.5509904868e+02 4.9045751518e-02 1.9368281928e-03 9.6101108949e-04 1.4483826742e-02 1.0957253430e-02 4.7723272124e+01 5.4454825857e+01 4.5184906409e+00 4.0520392619e+01 1.3127867802e+01 1.4134079526e-02 9.4834765383e-01 7.7345515234e+02 3.9236119520e+02
5.2681700000e+02 5.0000000000e+01 3.9029759945e+02 2.8987974674e-01 8.9069420524e+04 2.7826090427e+01 7.9427466566e+09 4.9593509830e+06 3.4856763063e+07 3.6465043234e+04 -2.5070220338e+02 1.0692393567e-01 -9.7520088587e+04 4.0250050501e+01 1.5313037943e+02 4.7839311854e-02 1.8968875234e-03 9.3617441234e-04 1.4486448284e-02 1.0826537973e-02 4.8125453774e+01 5.4612804679e+01 4.4731100940e+00 4.0904282878e+01 1.2733227969e+01 -1.3186458699e-03 9.4619219201e-01 7.7580256161e+02 3.8564472561e+02
5.3348300000e+02 5.0000000000e+01 4.0230048278e+02 2.8924304449e-01 9.0193764732e+04 2.7995726129e+01 8.1445955802e+09 5.0542390744e+06 3.6380331568e+07 3.7144427194e+04 -2.4679081107e+02 1.0545206754e-01 -9.8956752259e+04 3.9058954008e+01 1.5122147524e+02 4.6938444339e-02 1.8689552641e-03 9.1694652584e-04 1.4571768008e-02 1.0758230871e-02 4.8527165770e+01 5.4855497527e+01 4.4509620315e+00 4.1289127977e+01 1.2421455175e+01 -5.6937136526e-03 9.4646899284e-01 7.7647837374e+02 3.7890500353e+02
5.4015000000e+02 5.0000000000e+01 4.1421226456e+02 2.9022085609e-01 9.1319236356e+04 2.8339587332e+01 8.3492422668e+09 5.1813956468e+06 3.7923646123e+07 3.8042439311e+04 -2.4297863389e+02 1.0428159264e-01 -1.0031695898e+05 3.8222487478e+01 1.4935773342e+02 4.6350984733e-02 1.8528000697e-03 9.0345628225e-04 1.4741620110e-02 1.0757270546e-02 4.8928412804e+01 5.5184159632e+01 4.4541510148e+00 4.1673718402e+01 1.2196845158e+01 1.5375619212e-03 9.4971980828e-01 7.7551396982e+02 3.7236304642e+02
5.4681700000e+02 5.0000000000e+01 4.2608727222e+02 2.9198994756e-01 9.2450988137e+04 2.8762569119e+01 8.5576206159e+09 5.3239445476e+06 3.9493403712e+07 3.9049866871e+04 -2.3924842683e+02 1.0325892928e-01 -1.0161161443e+05 3.7581979629e+01 1.4752934971e+02 4.5898082905e-02 1.8424855274e-03 8.9264995422e-04 1.4951083313e-02 1.0784800865e-02 4.9329027170e+01 5.5558255088e+01 4.4687930743e+00 4.2057127119e+01 1.2018237611e+01 1.4684009385e-02 9.5421633016e-01 7.7388949655e+02 3.6603286651e+02
5.5348300000e+02 5.0000000000e+01 4.3793862168e+02 2.9357325967e-01 9.3589941194e+04 2.9150673708e+01 8.7699032630e+09 5.4614845112e+06 4.1090928220e+07 4.0032558901e+04 -2.3559370288e+02 1.0229066681e-01 -1.0284528023e+05 3.6976882954e+01 1.4573397511e+02 4.5392095585e-02 1.8302651341e-03 8.8131946358e-04 1.5137640111e-02 1.0797960119e-02 4.9728849373e+01 5.5922056006e+01 4.4792713473e+00 4.2439126072e+01 1.1841010346e+01 2.5630628930e-02 9.5821461528e-01 7.7285648516e+02 3.6018829080e+02
5.6015000000e+02 5.0000000000e+01 4.4974316491e+02 2.9455926608e-01 9.4733203371e+04 2.9460017739e+01 8.9855553134e+09 5.5861295241e+06 4.2712556128e+07 4.0933296741e+04 -2.3201679631e+02 1.0139325727e-01 -1.0401737694e+05 3.6380697747e+01 1.4397522384e+02 4.4773242087e-02 1.8105428485e-03 8.6831312118e-04 1.5253759206e-02 1.0781979233e-02 5.0127907074e+01 5.6233178794e+01 4.4795581660e+00 4.2820106318e+01 1.1648258731e+01 2.8088678064e-02 9.6159058168e-01 7.7328595478e+02 3.5551615511e+02
5.6681700000e+02 5.0000000000e+01 4.6144937783e+02 2.9518353345e-01 9.5874947778e+04 2.9725424345e+01 9.2034743024e+09 5.7044348048e+06 4.4350512551e+07 4.1787678905e+04 -2.2852729723e+02 1.0068353431e-01 -1.0512409541e+05 3.5898923221e+01 1.4226066847e+02 4.4107025202e-02 1.7819766609e-03 8.5455902868e-04 1.5285604581e-02 1.0751204115e-02 5.0526054653e+01 5.6478886721e+01 4.4740574244e+00 4.3200344778e+01 1.1451622430e+01 2.0075556763e-02 9.6558223762e-01 7.7538201697e+02 3.5272410656e+02
5.7348300000e+02 5.0000000000e+01 4.7300860898e+02 2.9647388177e-01 9.7009611668e+04 3.0061933294e+01 9.4225816516e+09 5.8390888861e+06 4.5997167105e+07 4.2752637134e+04 -2.2513382404e+02 1.0048390917e-01 -1.0616234073e+05 3.5713975680e+01 1.4059672980e+02 4.3568976724e-02 1.7473708748e-03 8.4322570598e-04 1.5254361201e-02 1.0748181795e-02 5.0923153262e+01 5.6677585856e+01 4.4793273503e+00 4.3579963817e+01 1.1292836214e+01 4.2025132637e-03 9.7320506932e-01 7.7871334357e+02 3.5258981592e+02
5.8015000000e+02 5.0000000000e+01 4.8440162988e+02 3.0075829788e-01 9.8134658153e+04 3.0710351257e+01 9.6423622000e+09 6.0394565488e+06 4.7648955477e+07 4.4192987131e+04 -2.2183734818e+02 1.0148055795e-01 -1.0713242496e+05 3.6083176608e+01 1.3898488482e+02 4.3494059209e-02 1.7119605711e-03 8.4091962284e-04 1.5204103888e-02 1.0858541388e-02 5.1319248454e+01 5.6867438501e+01 4.5314408233e+00 4.3959099042e+01 1.1259057209e+01 -1.3814540309e-02 9.9130049009e-01 7.8242594293e+02 3.5678409410e+02
5.8681700000e+02 5.0000000000e+01 4.9563687694e+02 3.1234531008e-01 9.9250548854e+04 3.2117553317e+01 9.8628803687e+09 6.3995568992e+06 4.9306402163e+07 4.6807362761e+04 -2.1863275535e+02 1.0484876067e-01 -1.0803791493e+05 3.7405015807e+01 1.3742225426e+02 4.4469946304e-02 1.6810149872e-03 8.5936134366e-04 1.5183030272e-02 1.1237233970e-02 5.1714212310e+01 5.7087345289e+01 4.6963979107e+00 4.4337606228e+01 1.1504544522e+01 -2.7712259529e-02 1.0334497493e+00 7.8555399150e+02 3.6911894726e+02
5.9348300000e+02 5.0000000000e+01 5.0674810786e+02 3.3880693376e-01 1.0036065320e+05 3.5093014095e+01 1.0084779546e+10 7.0932555132e+06 5.0973998074e+07 5.1870786150e+04 -2.1551053643e+02 1.1247942178e-01 -1.0888570176e+05 4.0358548949e+01 1.3590220594e+02 4.7520795018e-02 1.6574140962e-03 9.1866543011e-04 1.5223304727e-02 1.2159877091e-02 5.2107922500e+01 5.7356917096e+01 5.0901940789e+00 4.4715206095e+01 1.2293252854e+01 -3.3655318419e-02 1.1250021488e+00 7.8740389400e+02 3.9751500603e+02
6.0015000000e+02 5.0000000000e+01 5.1777675270e+02 3.9307541266e-01 1.0146963122e+05 4.1074139372e+01 1.0308970117e+10 8.4332481706e+06 5.2657714933e+07 6.1628494387e+04 -2.1246279777e+02 1.2729306504e-01 -1.0968515204e+05 4.6163088221e+01 1.3441690875e+02 5.4410948160e-02 1.6398689283e-03 1.0525168289e-03 1.5324049934e-02 1.4107485836e-02 5.2500438338e+01 5.7661189550e+01 5.9108743961e+00 4.5091585780e+01 1.4066356429e+01 -3.2770828650e-02 1.3107317795e+00 7.8791671434e+02 4.5676909295e+02
