Temperature(K) Pressure(MPa) Hconf(kcal/mol) dHconf Volume(A3) dV V^2(A6) dV^2 V*Hconf(A3*kcal/mol) dV*Hconf Uconf(kcal/mol) dUconf Uconf*Hconf(kcal/mol) dUconf*Hconf rho(kg/m3) drho aP(1/K) daP kT(1/MPa) dkT Cp_id(J/molK) Cp(J/molK) dCp Cv(J/molK) dCv uJT(K/MPa) duJT SS(m/s) dSS
4.3015000000e+02 6.0000000000e+01 1.9677465726e+02 1.9790118724e-01 6.4615734231e+04 1.3346647750e+01 4.1788816250e+09 1.7272398351e+06 1.2766520143e+07 1.5333019800e+04 -3.6124410148e+02 9.5165924214e-02 -7.0725387446e+04 5.4775345888e+01 2.1108224371e+02 4.3599912412e-02 2.1794724063e-03 8.4764800906e-04 9.6119189272e-03 6.3623290625e-03 4.2335358603e+01 5.1922523134e+01 3.3643872205e+00 3.5766597656e+01 1.3950180743e+01 -9.1483570411e-02 5.3874610555e-01 8.4587887526e+02 4.1741594737e+02
4.4015000000e+02 6.0000000000e+01 2.1859704337e+02 1.9939560631e-01 6.6032859677e+04 1.3745828021e+01 4.3643184451e+09 1.8179705964e+06 1.4489479111e+07 1.6081020723e+04 -3.5165995103e+02 9.3552447135e-02 -7.6509272955e+04 5.2082708330e+01 2.0655222607e+02 4.2997250018e-02 2.1592298710e-03 8.2612119206e-04 9.9180619953e-03 6.4038931974e-03 4.2922140237e+01 5.2365550868e+01 3.3555495225e+00 3.6295667226e+01 1.3439642664e+01 -7.3588196889e-02 5.4341723488e-01 8.3920313346e+02 4.0007672339e+02
4.5015000000e+02 6.0000000000e+01 2.4016865695e+02 2.0148114032e-01 6.7463054435e+04 1.4213082740e+01 4.5555211395e+09 1.9206794484e+06 1.6260152901e+07 1.6911172565e+04 -3.4243943913e+02 9.1934120743e-02 -8.1880511774e+04 4.9736837090e+01 2.0217338622e+02 4.2593788413e-02 2.1218465293e-03 8.0856821657e-04 1.0154080824e-02 6.4748509292e-03 4.3513868512e+01 5.2662273491e+01 3.3654009114e+00 3.6824593782e+01 1.2988933566e+01 -6.7579880988e-02 5.5226371396e-01 8.3463870229e+02 3.8803290939e+02
4.6015000000e+02 6.0000000000e+01 2.6127546873e+02 2.0392119469e-01 6.8890760633e+04 1.4704233465e+01 4.7504379277e+09 2.0288056157e+06 1.8059330519e+07 1.7787828572e+04 -3.3366223793e+02 9.0373417770e-02 -8.6818057333e+04 4.7682800789e+01 1.9798350366e+02 4.2258143666e-02 2.0652318138e-03 7.9317538225e-04 1.0284140571e-02 6.5525646199e-03 4.4109567143e+01 5.2821639820e+01 3.3844665394e+00 3.7358026024e+01 1.2588639981e+01 -7.6215441434e-02 5.6429013793e-01 8.3332704102e+02 3.8122064848e+02
4.7015000000e+02 6.0000000000e+01 2.8186475488e+02 2.0813445244e-01 7.0309095179e+04 1.5253652222e+01 4.9481189739e+09 2.1481333821e+06 1.9879821480e+07 1.8831113733e+04 -3.2532162916e+02 9.0015237402e-02 -9.1338803953e+04 4.5987214975e+01 1.9398961294e+02 4.2086305947e-02 2.0129049358e-03 7.8473840209e-04 1.0408122721e-02 6.6531380844e-03 4.4708351853e+01 5.3039946368e+01 3.4317031549e+00 3.7904227438e+01 1.2307618934e+01 -8.3621784834e-02 5.8018870207e-01 8.3249622541e+02 3.7690198694e+02
4.8015000000e+02 6.0000000000e+01 3.0207412172e+02 2.1407822506e-01 7.1724517588e+04 1.5879899576e+01 5.1494391983e+09 2.2809838614e+06 2.1731040860e+07 2.0041087505e+04 -3.1733579062e+02 9.0700505174e-02 -9.5499897168e+04 4.4662088550e+01 1.9016139277e+02 4.2101974639e-02 1.9756767476e-03 7.8215325354e-04 1.0584728628e-02 6.7815235607e-03 4.5309424258e+01 5.3399450195e+01 3.5043505743e+00 3.8461961221e+01 1.2137446978e+01 -8.1170060255e-02 5.9823237317e-01 8.3052295618e+02 3.7297416945e+02
4.9015000000e+02 6.0000000000e+01 3.2204461002e+02 2.1855786358e-01 7.3144879497e+04 1.6380279927e+01 5.3555124857e+09 2.3987589287e+06 2.3623887418e+07 2.1135911973e+04 -3.0963148793e+02 9.1099769888e-02 -9.9353521085e+04 4.3059614185e+01 1.8646874879e+02 4.1758361267e-02 1.9464957137e-03 7.7385608974e-04 1.0786263166e-02 6.8515387720e-03 4.5912065491e+01 5.3835312533e+01 3.5519254131e+00 3.9022763305e+01 1.1901866726e+01 -7.3391882188e-02 6.1067619764e-01 8.2820161885e+02 3.6561672288e+02
5.0015000000e+02 6.0000000000e+01 3.4179808105e+02 2.2085965866e-01 7.4570652208e+04 1.6738613691e+01 5.5664234760e+09 2.4985847464e+06 2.5559017060e+07 2.2049986188e+04 -3.0219092997e+02 9.0686154194e-02 -1.0292537919e+05 4.1196247444e+01 1.8290351172e+02 4.1055712062e-02 1.9129519470e-03 7.5840844792e-04 1.0955398183e-02 6.8608740913e-03 4.6515629773e+01 5.4234035314e+01 3.5661366876e+00 3.9580947616e+01 1.1572780973e+01 -6.9925148167e-02 6.1777365082e-01 8.2692812007e+02 3.5664973170e+02
5.1015000000e+02 6.0000000000e+01 3.6124809946e+02 2.2142188620e-01 7.5995244085e+04 1.7026232548e+01 5.7812043183e+09 2.5902614017e+06 2.7526666262e+07 2.2824125286e+04 -2.9504362700e+02 8.9484105056e-02 -1.0622244798e+05 3.9376501247e+01 1.7947483852e+02 4.0210152279e-02 1.8708226219e-03 7.3835133657e-04 1.1073417385e-02 6.8422379930e-03 4.7119538098e+01 5.4550619180e+01 3.5566783459e+00 4.0137803241e+01 1.1183542637e+01 -7.4718995187e-02 6.2181291288e-01 8.2695222835e+02 3.4813873725e+02
5.2015000000e+02 6.0000000000e+01 3.8032882097e+02 2.2298429941e-01 7.7413530999e+04 1.7499926228e+01 5.9990699772e+09 2.7137591068e+06 2.9518677069e+07 2.3765964410e+04 -2.8821117152e+02 8.8230259927e-02 -1.0925591635e+05 3.8263304756e+01 1.7618669481e+02 3.9828362325e-02 1.8279086447e-03 7.2371077636e-04 1.1179595525e-02 6.8996361108e-03 4.7723272124e+01 5.4853115958e+01 3.5713510508e+00 4.0698133295e+01 1.0898920864e+01 -8.1691938965e-02 6.2993094046e-01 8.2720624928e+02 3.4394547831e+02
5.3015000000e+02 6.0000000000e+01 3.9906222189e+02 2.3043886965e-01 7.8825762379e+04 1.8532712706e+01 6.2200116955e+09 2.9291997859e+06 3.1535098202e+07 2.5425225196e+04 -2.8167374132e+02 8.8654595581e-02 -1.1204779486e+05 3.8591164266e+01 1.7303015852e+02 4.0681093599e-02 1.7879096881e-03 7.2945322526e-04 1.1284688570e-02 7.1725255535e-03 4.8326368377e+01 5.5189317806e+01 3.6866191464e+00 4.1265783076e+01 1.0950896110e+01 -8.7591605285e-02 6.5526028172e-01 8.2761199326e+02 3.5061915584e+02
5.4015000000e+02 6.0000000000e+01 4.1747742419e+02 2.4795212648e-01 8.0231466668e+04 2.0367126260e+01 6.4438864901e+09 3.2795783570e+06 3.3576095950e+07 2.8286986825e+04 -2.7539814204e+02 9.2829071128e-02 -1.1461575830e+05 4.0537334412e+01 1.6999856449e+02 4.3154916278e-02 1.7470839968e-03 7.6566526853e-04 1.1361994266e-02 7.7401521513e-03 4.8928412804e+01 5.5534305152e+01 3.9597244130e+00 4.1840848324e+01 1.1464646933e+01 -9.5690712284e-02 7.0932845728e-01 8.2895417004e+02 3.7258333763e+02
5.5015000000e+02 6.0000000000e+01 4.3558749516e+02 2.7911443963e-01 8.1629405445e+04 2.3132349549e+01 6.6704533551e+09 3.7912543747e+06 3.5640644162e+07 3.2764890745e+04 -2.6936061145e+02 1.0326003364e-01 -1.1697371045e+05 4.3849832036e+01 1.6708726575e+02 4.7349616420e-02 1.7087929889e-03 8.3847340670e-04 1.1440656344e-02 8.6329743129e-03 4.9529035705e+01 5.5900881226e+01 4.4311184440e+00 4.2419428389e+01 1.2479129566e+01 -1.0289408856e-01 8.0014036818e-01 8.3028993785e+02 4.0973514420e+02
5.6015000000e+02 6.0000000000e+01 4.5344622157e+02 3.2061782579e-01 8.3023367083e+04 2.6424940629e+01 6.9003096488e+09 4.4014413458e+06 3.7733558983e+07 3.8437773584e+04 -2.6354007901e+02 1.2096686882e-01 -1.1914473567e+05 4.7722726210e+01 1.6428187195e+02 5.2288155316e-02 1.6792005595e-03 9.3250405405e-04 1.1572060012e-02 9.6819861412e-03 5.0127907074e+01 5.6324607632e+01 5.0303702328e+00 4.2996142940e+01 1.3730989654e+01 -1.0297669086e-01 9.1448633304e-01 8.3010719558e+02 4.5119430224e+02
5.7015000000e+02 6.0000000000e+01 4.7111422374e+02 3.6075461558e-01 8.4418843758e+04 2.9359246026e+01 7.1343388478e+09 4.9651174404e+06 3.9861143693e+07 4.3928903100e+04 -2.5792335463e+02 1.4364080474e-01 -1.2115510983e+05 5.1618494962e+01 1.6156622803e+02 5.6189618656e-02 1.6545117788e-03 1.0126221867e-03 1.1734184300e-02 1.0560732846e-02 5.0724732332e+01 5.6773881874e+01 5.5764361406e+00 4.3567120543e+01 1.4728805726e+01 -9.9129397914e-02 1.0191475958e+00 8.2907366591e+02 4.8207222266e+02
5.8015000000e+02 6.0000000000e+01 4.8858205414e+02 3.9061938784e-01 8.5815157060e+04 3.1487193058e+01 7.3723877765e+09 5.4061021324e+06 4.2021016927e+07 4.8224079434e+04 -2.5251402708e+02 1.6815700426e-01 -1.2301924410e+05 5.6808700053e+01 1.5893735591e+02 5.8317101328e-02 1.6250268981e-03 1.0579043459e-03 1.1851917563e-02 1.1123812349e-02 5.1319248454e+01 5.7178402699e+01 5.9541893994e+00 4.4131189356e+01 1.5245078257e+01 -1.0104561731e-01 1.0935847840e+00 8.2934626008e+02 4.9969492754e+02
5.9015000000e+02 6.0000000000e+01 5.0577290435e+02 4.0491310011e-01 8.7204857916e+04 3.3048394654e+01 7.6131320078e+09 5.7627568044e+06 4.4201614479e+07 5.0912223541e+04 -2.4732457492e+02 1.8882825604e-01 -1.2473870727e+05 6.5344017470e+01 1.5640452248e+02 5.9273284861e-02 1.5866353853e-03 1.0634409624e-03 1.1885054720e-02 1.1474267033e-02 5.1911220474e+01 5.7509923883e+01 6.1294325983e+00 4.4688473507e+01 1.5328668982e+01 -1.1351615508e-01 1.1309693861e+00 8.3204801768e+02 5.1107343494e+02
6.0015000000e+02 6.0000000000e+01 5.2262848280e+02 4.0658944964e-01 8.8581444048e+04 3.4961766911e+01 7.8553935074e+09 6.1937356236e+06 4.6393248226e+07 5.2829394176e+04 -2.4235713631e+02 1.9807543339e-01 -1.2631468480e+05 7.6274390428e+01 1.5397394236e+02 6.0771204862e-02 1.5466718632e-03 1.0489945578e-03 1.1882130958e-02 1.1937387321e-02 5.2500438338e+01 5.7828633148e+01 6.1983523472e+00 4.5239796990e+01 1.5330880588e+01 -1.2929828928e-01 1.1475815486e+00 8.3587311698e+02 5.2844529895e+02
3.0015000000e+02 7.0000000000e+01 -1.1037704581e+02 2.2238287592e-01 4.4574426453e+04 9.2353658135e+00 1.9877305977e+09 8.2371606018e+05 -4.9014612271e+06 9.0036968169e+03 -5.5947705971e+02 1.4293182266e-01 6.2042881157e+04 1.4021800899e+02 3.0598787793e+02 6.3397562505e-02 2.3223303126e-03 1.6829139208e-03 4.6076060980e-03 6.3056211736e-03 3.5782949699e+01 4.9203922339e+01 7.7527176960e+00 3.0784426943e+01 3.6846061377e+01 -3.2280603166e-01 5.5343210379e-01 1.0647423842e+03 1.2698890624e+03
3.1015000000e+02 7.0000000000e+01 -8.3962167190e+01 2.2920166856e-01 4.5618064126e+04 9.8091482552e+00 2.0819531163e+09 8.9634401149e+05 -3.8100800960e+06 9.7159468823e+03 -5.4357712723e+02 1.4141220367e-01 4.5938535193e+04 1.3630303890e+02 2.9898757042e+02 6.4290615152e-02 2.3063226674e-03 1.6394960470e-03 4.8394607236e-03 6.4849866016e-03 3.6172544410e+01 4.9286494502e+01 7.2475137911e+00 3.0995691098e+01 3.5373954257e+01 -3.0993330895e-01 5.6944235111e-01 1.0483064337e+03 1.2111497344e+03
3.2015000000e+02 7.0000000000e+01 -5.7910437953e+01 2.1702646466e-01 4.6679781881e+04 9.6334531749e+00 2.1800579186e+09 9.0030777422e+05 -2.6813742784e+06 9.6272818437e+03 -5.2822250610e+02 1.3090189388e-01 3.0897573042e+04 1.2223382484e+02 2.9218718706e+02 6.0299587346e-02 2.3004712564e-03 1.4710635874e-03 5.1174061604e-03 6.1683361078e-03 3.6587870373e+01 4.9471215292e+01 6.2923122870e+00 3.1293175958e+01 3.1206073848e+01 -2.9244529621e-01 5.3752663476e-01 1.0282434248e+03 1.0562599116e+03
3.3015000000e+02 7.0000000000e+01 -3.1978779103e+01 2.1819194887e-01 4.7770492508e+04 1.0041479037e+01 2.2832046984e+09 9.6008307876e+05 -1.5036974199e+06 1.0125106435e+04 -5.1328006678e+02 1.2685901207e-01 1.6733177958e+04 1.1624312945e+02 2.8551587903e+02 6.0016164027e-02 2.3141042406e-03 1.4046990409e-03 5.4408936775e-03 6.2339777932e-03 3.7027134726e+01 4.9853465999e+01 5.8440663917e+00 3.1595701660e+01 2.9380802364e+01 -2.6598341393e-01 5.3673591908e-01 1.0078210466e+03 9.7721273077e+02
3.4015000000e+02 7.0000000000e+01 -6.3918765315e+00 1.9552928900e-01 4.8880463711e+04 9.3759106032e+00 2.3905959307e+09 9.1645489996e+05 -2.8689737363e+05 9.4936704168e+03 -4.9887643951e+02 1.1167056662e-01 3.5117456948e+03 9.8533925054e+01 2.7903242164e+02 5.3522058551e-02 2.2725366780e-03 1.1986583033e-03 5.6465395391e-03 5.6471566207e-03 3.7488468248e+01 4.9799464110e+01 4.8810767984e+00 3.1912929747e+01 2.4741025855e+01 -2.6206623749e-01 4.8367883264e-01 9.9520024829e+02 8.2700791158e+02
3.5015000000e+02 7.0000000000e+01 1.8534074640e+01 1.9289791284e-01 4.9991986823e+04 9.2877005518e+00 2.5006088567e+09 9.2919242050e+05 9.5371188927e+05 9.8155611591e+03 -4.8514939957e+02 1.0988671251e-01 -8.6642135786e+03 9.1687025835e+01 2.7282840765e+02 5.0687094340e-02 2.2295922043e-03 1.1298099662e-03 5.8346568311e-03 5.4363904589e-03 3.7969973093e+01 4.9819885210e+01 4.5256941999e+00 3.2278210062e+01 2.2642087426e+01 -2.5884137739e-01 4.8005596224e-01 9.8467789011e+02 7.5183161931e+02
3.6015000000e+02 7.0000000000e+01 4.3065181270e+01 1.9330780176e-01 5.1114612876e+04 9.5234751055e+00 2.6142523683e+09 9.7439907943e+05 2.2304267197e+06 1.0277483164e+04 -4.7192906946e+02 1.0781311783e-01 -1.9988640590e+04 8.6927979329e+01 2.6683629970e+02 4.9715897557e-02 2.2137682867e-03 1.0825644504e-03 6.0934165794e-03 5.4202754634e-03 3.8469762099e+01 5.0094903438e+01 4.2989703494e+00 3.2680326508e+01 2.1299386531e+01 -2.4328233809e-01 4.8060770668e-01 9.7095854636e+02 6.9993329389e+02
3.7015000000e+02 7.0000000000e+01 6.7294170652e+01 1.9306237607e-01 5.2253693288e+04 9.7745648254e+00 2.7321445633e+09 1.0222200253e+06 3.5475661063e+06 1.0718646282e+04 -4.5917663894e+02 1.0540222987e-01 -3.0559656691e+04 8.2053210436e+01 2.6101952421e+02 4.8826257046e-02 2.1928048240e-03 1.0356592957e-03 6.3514627263e-03 5.4125121366e-03 3.8985990108e+01 5.0317922708e+01 4.0997754683e+00 3.3095195324e+01 2.0004150955e+01 -2.3003947671e-01 4.8049950270e-01 9.5764711317e+02 6.5286121248e+02
3.8015000000e+02 7.0000000000e+01 9.1194372088e+01 1.9361214095e-01 5.3407601757e+04 1.0003769953e+01 2.8542268124e+09 1.0695839631e+06 4.9038805960e+06 1.1220629982e+04 -4.4690239325e+02 1.0383709674e-01 -4.0408027433e+04 7.7668960883e+01 2.5538001542e+02 4.7835192760e-02 2.1781785890e-03 9.9665600335e-04 6.6172290593e-03 5.3944872363e-03 3.9516878020e+01 5.0653299052e+01 3.9530796271e+00 3.3531482001e+01 1.8906598228e+01 -2.1326393485e-01 4.8146203595e-01 9.4546608612e+02 6.1037162389e+02
3.9015000000e+02 7.0000000000e+01 1.1489444141e+02 1.9662605162e-01 5.4578755753e+04 1.0376114232e+01 2.9808518950e+09 1.1334692775e+06 6.3063470877e+06 1.1875572722e+04 -4.3500203327e+02 1.0317399087e-01 -4.9625783725e+04 7.4556150397e+01 2.4990005675e+02 4.7509172746e-02 2.1534151687e-03 9.7223719822e-04 6.8413487355e-03 5.4512853029e-03 4.0060730405e+01 5.0973945212e+01 3.8840481049e+00 3.3997372090e+01 1.8189204327e+01 -2.0130548759e-01 4.8897369342e-01 9.3647763024e+02 5.8409273183e+02
4.0015000000e+02 7.0000000000e+01 1.3809215234e+02 1.9243020165e-01 5.5750345806e+04 1.0394854550e+01 3.1102462949e+09 1.1596875024e+06 7.7358043177e+06 1.2099978352e+04 -4.2360842506e+02 9.9372160574e-02 -5.8144322552e+04 6.8953293298e+01 2.4464842259e+02 4.5615587346e-02 2.0924804613e-03 9.1521120976e-04 6.9650102587e-03 5.3242053746e-03 4.0615947596e+01 5.0963818005e+01 3.6968554932e+00 3.4468813867e+01 1.6833523307e+01 -2.0933313371e-01 4.8288209481e-01 9.3150613271e+02 5.4679546107e+02
4.1015000000e+02 7.0000000000e+01 1.6066474738e+02 1.9339868878e-01 5.6916710203e+04 1.0656764648e+01 3.2418195683e+09 1.2143696503e+06 9.1836366171e+06 1.2658469891e+04 -4.1278728279e+02 9.7843775477e-02 -6.5965911640e+04 6.5426894468e+01 2.3963497032e+02 4.4867903839e-02 2.0564453802e-03 8.8627280657e-04 7.1599106698e-03 5.3265951051e-03 4.1181033148e+01 5.1168116096e+01 3.6304827440e+00 3.4950379611e+01 1.6018322786e+01 -2.0481956440e-01 4.8719794680e-01 9.2372961061e+02 5.2047862011e+02
4.2015000000e+02 7.0000000000e+01 1.8300714611e+02 1.9500880500e-01 5.8097108106e+04 1.0969920670e+01 3.3777806553e+09 1.2757432022e+06 1.0673960338e+07 1.3263864151e+04 -4.0233772839e+02 9.6412242444e-02 -7.3269150034e+04 6.2438146658e+01 2.3476614594e+02 4.4328643557e-02 2.0497662991e-03 8.6161892241e-04 7.4380254379e-03 5.3521610136e-03 4.1754597497e+01 5.1666894491e+01 3.5901782187e+00 3.5449133331e+01 1.5386389168e+01 -1.8356229099e-01 4.8929833543e-01 9.1360149892e+02 4.9408935424e+02
4.3015000000e+02 7.0000000000e+01 2.0522567365e+02 1.9552053914e-01 5.9295424958e+04 1.1188973508e+01 3.5186473386e+09 1.3279667593e+06 1.2213183944e+07 1.3807651884e+04 -3.9219258367e+02 9.4919787279e-02 -8.0121574529e+04 5.9128892006e+01 2.3002169510e+02 4.3404809974e-02 2.0291569768e-03 8.3367640686e-04 7.6670128743e-03 5.3319781054e-03 4.2335358603e+01 5.2070772637e+01 3.5402699533e+00 3.5959598509e+01 1.4695270605e+01 -1.7031475102e-01 4.9011427231e-01 9.0613331458e+02 4.6906532638e+02
4.4015000000e+02 7.0000000000e+01 2.2710637556e+02 1.9511698299e-01 6.0499088673e+04 1.1376629903e+01 3.6630168397e+09 1.3777104598e+06 1.3786039727e+07 1.4296561332e+04 -3.8243913576e+02 9.2903630893e-02 -8.6487269650e+04 5.5827193723e+01 2.2544528288e+02 4.2394151763e-02 1.9883424265e-03 8.0375576062e-04 7.8257075905e-03 5.2983762741e-03 4.2922140237e+01 5.2304029932e+01 3.4847080352e+00 3.6481014159e+01 1.3973492829e+01 -1.6983116624e-01 4.9109779706e-01 9.0147095771e+02 4.4815454385e+02
4.5015000000e+02 7.0000000000e+01 2.4853919707e+02 1.9448424191e-01 6.1700708466e+04 1.1568848985e+01 3.8100312613e+09 1.4287601696e+06 1.5383379402e+07 1.4775285559e+04 -3.7311297514e+02 9.0723485205e-02 -9.2365667185e+04 5.2724668899e+01 2.2105474150e+02 4.1447642749e-02 1.9454197760e-03 7.7485381419e-04 7.9637037864e-03 5.2681275792e-03 4.3513868512e+01 5.2540908530e+01 3.4334952076e+00 3.7015610720e+01 1.3312797933e+01 -1.7164745227e-01 4.9167595471e-01 8.9794319442e+02 4.3018319259e+02
4.6015000000e+02 7.0000000000e+01 2.6955853894e+02 1.9379444840e-01 6.2899199800e+04 1.1692908376e+01 3.9595361206e+09 1.4719129121e+06 1.7005348639e+07 1.5230944518e+04 -3.6416877405e+02 8.9149637987e-02 -9.7795988560e+04 4.9701665609e+01 2.1684272938e+02 4.0310881133e-02 1.9017779236e-03 7.4671905190e-04 8.0749953581e-03 5.2085359005e-03 4.4109567143e+01 5.2806802775e+01 3.3825523962e+00 3.7559155094e+01 1.2694827843e+01 -1.7497977161e-01 4.9142797673e-01 8.9607313404e+02 4.1329208506e+02
4.7015000000e+02 7.0000000000e+01 2.9018059519e+02 1.9327567429e-01 6.4093190622e+04 1.1829837450e+01 4.1113416012e+09 1.5177044416e+06 1.8650980450e+07 1.5705732926e+04 -3.5557651465e+02 8.7554186968e-02 -1.0281142630e+05 4.6946411581e+01 2.1280317032e+02 3.9277603273e-02 1.8605454902e-03 7.2095462911e-04 8.1832149432e-03 5.1579528070e-03 4.4708351853e+01 5.3095152123e+01 3.3399747347e+00 3.8102241948e+01 1.2144768240e+01 -1.7785502589e-01 4.9142069757e-01 8.9454283868e+02 3.9839578654e+02
4.8015000000e+02 7.0000000000e+01 3.1046041110e+02 1.9374808454e-01 6.5286082691e+04 1.2072496502e+01 4.2658784039e+09 1.5779672166e+06 2.0323448751e+07 1.6279272000e+04 -3.4731542534e+02 8.5902804968e-02 -1.0745651524e+05 4.4776022632e+01 2.0891488045e+02 3.8631880784e-02 1.8289739376e-03 7.0062078575e-04 8.3314802910e-03 5.1546471561e-03 4.5309424258e+01 5.3446869587e+01 3.3208872184e+00 3.8643131726e+01 1.1703716234e+01 -1.7502148571e-01 4.9330909098e-01 8.9141349807e+02 3.8563299564e+02
4.9015000000e+02 7.0000000000e+01 3.3045292830e+02 1.9525827979e-01 6.6481860233e+04 1.2427176556e+01 4.4236599047e+09 1.6545956539e+06 2.2026289093e+07 1.6969575001e+04 -3.3937070669e+02 8.4356555766e-02 -1.1177419863e+05 4.3160997729e+01 2.0515722804e+02 3.8349184056e-02 1.8010122700e-03 6.8552524925e-04 8.4955991199e-03 5.1986708847e-03 4.5912065491e+01 5.3820610893e+01 3.3255423283e+00 3.9186967028e+01 1.1363843493e+01 -1.7032896008e-01 4.9794381099e-01 8.8769355928e+02 3.7603042368e+02
5.0015000000e+02 7.0000000000e+01 3.5016294020e+02 1.9991831946e-01 6.7680078805e+04 1.3020110098e+01 4.5846313660e+09 1.7654999364e+06 2.3758638026e+07 1.7977689629e+04 -3.3173308742e+02 8.3673709690e-02 -1.1578827770e+05 4.2455702777e+01 2.0152509278e+02 3.8768851070e-02 1.7709889458e-03 6.8244580025e-04 8.6408034207e-03 5.3389166705e-03 4.6515629773e+01 5.4190970944e+01 3.3882031626e+00 3.9739246096e+01 1.1245002188e+01 -1.6781571842e-01 5.1120498497e-01 8.8493633415e+02 3.7466112107e+02
5.1015000000e+02 7.0000000000e+01 3.6958413469e+02 2.0878626862e-01 6.8877978944e+04 1.3851773085e+01 4.7484217711e+09 1.9116547352e+06 2.5518098128e+07 1.9392361190e+04 -3.2438107726e+02 8.4688848535e-02 -1.1951283540e+05 4.2531453001e+01 1.9802024347e+02 3.9823054056e-02 1.7374046933e-03 6.9288872640e-04 8.7517875771e-03 5.5688234904e-03 4.7119538098e+01 5.4555827417e+01 3.5182620212e+00 4.0300917450e+01 1.1354874965e+01 -1.6878712907e-01 5.3515270915e-01 8.8381206915e+02 3.8150582852e+02
5.2015000000e+02 7.0000000000e+01 3.8871365382e+02 2.2089935096e-01 7.0072966295e+04 1.4800007165e+01 4.9146714711e+09 2.0774704707e+06 2.7302481394e+07 2.1121073886e+04 -3.1729139528e+02 8.7602686951e-02 -1.2296101068e+05 4.2820555116e+01 1.9464331084e+02 4.1110324672e-02 1.7030679489e-03 7.1170564562e-04 8.8446809663e-03 5.8349864262e-03 4.7723272124e+01 5.4926383079e+01 3.6922000327e+00 4.0867789890e+01 1.1581758042e+01 -1.7128659522e-01 5.6639994810e-01 8.8356620626e+02 3.9180550615e+02
5.3015000000e+02 7.0000000000e+01 4.0757634869e+02 2.3320608355e-01 7.1265581384e+04 1.5674218515e+01 5.0834536322e+09 2.2364251113e+06 2.9112765451e+07 2.2875391131e+04 -3.1044463636e+02 9.1588247727e-02 -1.2615396548e+05 4.2757296776e+01 1.9138599441e+02 4.2093614321e-02 1.6732252124e-03 7.2836190296e-04 8.9537607013e-03 6.0614717354e-03 4.8326368377e+01 5.5329954086e+01 3.8577205652e+00 4.1434815120e+01 1.1748819332e+01 -1.7109879615e-01 5.9634379484e-01 8.8275387796e+02 3.9852386756e+02
5.4015000000e+02 7.0000000000e+01 4.2621803530e+02 2.4167799720e-01 7.2458950182e+04 1.6295209108e+01 5.2552109483e+09 2.3627516643e+06 3.0952578442e+07 2.4290050065e+04 -3.0382647953e+02 9.4785354340e-02 -1.2911908105e+05 4.2049569386e+01 1.8823394661e+02 4.2331713522e-02 1.6487827771e-03 7.3177994257e-04 9.0891515696e-03 6.1833941191e-03 4.8928412804e+01 5.5767389639e+01 3.9565172494e+00 4.1998753080e+01 1.1700996503e+01 -1.6720515043e-01 6.1540958976e-01 8.8097039274e+02 3.9690049527e+02
5.5015000000e+02 7.0000000000e+01 4.4466477874e+02 2.4624801827e-01 7.3655060484e+04 1.6722781634e+01 5.4302295075e+09 2.4641240447e+06 3.2823816497e+07 2.5375680663e+04 -2.9743088730e+02 9.6394246325e-02 -1.3187905870e+05 4.1067257639e+01 1.8517714968e+02 4.2042963749e-02 1.6253889340e-03 7.2390207596e-04 9.2260353606e-03 6.2294999379e-03 4.9529035705e+01 5.6206990787e+01 3.9958177387e+00 4.2559143010e+01 1.1493867915e+01 -1.6305991222e-01 6.2495741377e-01 8.7921983136e+02 3.9043128964e+02
5.6015000000e+02 7.0000000000e+01 4.6289689399e+02 2.4865628217e-01 7.4851977093e+04 1.7048122092e+01 5.6082183197e+09 2.5523108651e+06 3.4723311629e+07 2.6279078523e+04 -2.9125804703e+02 9.6933015108e-02 -1.3444448420e+05 4.0126118842e+01 1.8221608420e+02 4.1501135589e-02 1.5976230320e-03 7.1048401695e-04 9.3280412253e-03 6.2366373403e-03 5.0127907074e+01 5.6612934756e+01 4.0031603644e+00 4.3118746492e+01 1.1223453446e+01 -1.6343159034e-01 6.3002744560e-01 8.7889336893e+02 3.8354745301e+02
5.7015000000e+02 7.0000000000e+01 4.8087873013e+02 2.5069560314e-01 7.6045658773e+04 1.7331811502e+01 5.7885673136e+09 2.6361871396e+06 3.6645702248e+07 2.7153672357e+04 -2.8530289305e+02 9.7689127760e-02 -1.3681799030e+05 3.9350687213e+01 1.7935585516e+02 4.0877571757e-02 1.5666918310e-03 6.9645884334e-04 9.3968678464e-03 6.2292553634e-03 5.0724732332e+01 5.7002660906e+01 4.0041062512e+00 4.3681914101e+01 1.0959995909e+01 -1.6750617257e-01 6.3442960810e-01 8.7992852224e+02 3.7780731594e+02
5.8015000000e+02 7.0000000000e+01 4.9862993851e+02 2.5681244673e-01 7.7235442746e+04 1.7853963785e+01 5.9711721384e+09 2.7599961816e+06 3.8591410464e+07 2.8489092235e+04 -2.7953909631e+02 1.0071807782e-01 -1.3900656795e+05 3.9333544019e+01 1.7659294328e+02 4.0821725130e-02 1.5390841157e-03 6.9382641123e-04 9.4699551717e-03 6.3085033164e-03 5.1319248454e+01 5.7434732560e+01 4.0688179841e+00 4.4251718796e+01 1.0886715822e+01 -1.6940019588e-01 6.4826699623e-01 8.8097096565e+02 3.7757493871e+02
