Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	aP (1/K)	kT (1/Pa)
318.1	80	307.81	0.0032488	8.1076	12.277	44.9	31.794	49.35	1100.1	-0.35047	40.423	0.11851	0.00210054237511	0.00416672590646
319.75	80	306.75	0.00326	8.1746	12.359	45.155	31.839	49.372	1097.2	-0.3486	40.224	0.11815	0.00209826880153	0.00419918619602
321.4	80	305.69	0.0032713	8.2416	12.44	45.409	31.885	49.394	1094.3	-0.34674	40.029	0.11779	0.00209594044681	0.00423188391169
323.05	80	304.63	0.0032827	8.3086	12.522	45.662	31.931	49.416	1091.4	-0.34489	39.838	0.11744	0.00209365016212	0.00426495545108
324.7	80	303.58	0.003294	8.3756	12.603	45.914	31.978	49.439	1088.5	-0.34305	39.65	0.1171	0.00209141544031	0.00429821718438
326.35	80	302.54	0.0033054	8.4426	12.685	46.165	32.027	49.463	1085.7	-0.34123	39.465	0.11676	0.00208888718427	0.00433073605261
328	80	301.5	0.0033168	8.5096	12.766	46.414	32.076	49.487	1082.9	-0.33942	39.283	0.11644	0.00208642731627	0.00436361974378
329.65	80	300.46	0.0033282	8.5766	12.848	46.663	32.126	49.512	1080.2	-0.33762	39.105	0.11612	0.00208383107366	0.0043960113582
331.3	80	299.43	0.0033397	8.6436	12.93	46.91	32.176	49.537	1077.5	-0.33584	38.929	0.11581	0.00208123600289	0.00442861351023
332.95	80	298.4	0.0033512	8.7106	13.012	47.156	32.228	49.562	1074.8	-0.33407	38.757	0.11551	0.00207852330021	0.0044612990315
334.6	80	297.38	0.0033627	8.7776	13.093	47.401	32.28	49.588	1072.2	-0.33231	38.587	0.11521	0.00207572961827	0.00449344782784
336.25	80	296.37	0.0033742	8.8447	13.175	47.645	32.334	49.615	1069.6	-0.33057	38.421	0.11492	0.00207286329805	0.00452560382769
337.9	80	295.36	0.0033858	8.9117	13.257	47.888	32.387	49.642	1067	-0.32884	38.257	0.11464	0.00207012356168	0.00455824884672
339.55	80	294.35	0.0033973	8.9788	13.339	48.13	32.442	49.669	1064.5	-0.32713	38.096	0.11437	0.00206710120274	0.00459010293257
341.2	80	293.35	0.0034089	9.0459	13.421	48.371	32.498	49.697	1062	-0.32543	37.938	0.1141	0.00206406647523	0.00462209015875
342.85	80	292.35	0.0034205	9.113	13.503	48.611	32.554	49.726	1059.5	-0.32374	37.782	0.11384	0.00206117637597	0.00465451191326
344.5	80	291.36	0.0034322	9.1801	13.585	48.849	32.611	49.755	1057.1	-0.32208	37.629	0.11359	0.00205799805451	0.00468608907996
346.15	80	290.37	0.0034439	9.2473	13.667	49.087	32.668	49.784	1054.7	-0.32042	37.479	0.11334	0.00205488264583	0.00471799639232
347.8	80	289.39	0.0034555	9.3145	13.749	49.324	32.727	49.814	1052.4	-0.31879	37.331	0.1131	0.00205152682653	0.00474897650881
349.45	80	288.41	0.0034673	9.3816	13.832	49.56	32.786	49.844	1050	-0.31717	37.186	0.11287	0.0020483686026	0.00478118490972
351.1	80	287.44	0.003479	9.4489	13.914	49.795	32.846	49.875	1047.7	-0.31556	37.043	0.11264	0.00204506033365	0.00481259513975
352.75	80	286.47	0.0034907	9.5161	13.996	50.029	32.906	49.906	1045.5	-0.31397	36.903	0.11242	0.00204161772337	0.00484340121657
354.4	80	285.51	0.0035025	9.5834	14.079	50.262	32.967	49.938	1043.2	-0.3124	36.765	0.11221	0.00203835547236	0.004875231423
356.05	80	284.55	0.0035143	9.6507	14.161	50.494	33.029	49.97	1041	-0.31084	36.629	0.112	0.00203486717025	0.00490629746348
357.7	80	283.6	0.0035261	9.718	14.243	50.725	33.091	50.003	1038.9	-0.3093	36.496	0.1118	0.00203128773056	0.00493665128436
359.35	80	282.65	0.0035379	9.7853	14.326	50.955	33.154	50.036	1036.7	-0.30778	36.364	0.11161	0.00202787226805	0.00496811298297
361	80	281.71	0.0035498	9.8527	14.409	51.184	33.218	50.069	1034.6	-0.30628	36.235	0.11142	0.00202416506809	0.0049985981605
362.65	80	280.77	0.0035616	9.9201	14.491	51.413	33.282	50.103	1032.5	-0.30479	36.109	0.11124	0.00202062516094	0.00502948470573
364.3	80	279.84	0.0035735	9.9876	14.574	51.64	33.347	50.137	1030.5	-0.30331	35.984	0.11106	0.00201679279754	0.00505936241386
365.95	80	278.91	0.0035854	10.055	14.657	51.867	33.413	50.172	1028.5	-0.30186	35.861	0.11089	0.00201300807808	0.00508947827839
367.6	80	277.98	0.0035973	10.123	14.739	52.093	33.479	50.207	1026.5	-0.30042	35.741	0.11073	0.00200928071268	0.00511988653658
369.25	80	277.06	0.0036093	10.19	14.822	52.318	33.545	50.243	1024.5	-0.299	35.622	0.11057	0.00200562626724	0.00515050735366
370.9	80	276.15	0.0036212	10.258	14.905	52.542	33.613	50.279	1022.6	-0.2976	35.505	0.11041	0.00200164427829	0.00517991617291
372.55	80	275.24	0.0036332	10.325	14.988	52.765	33.68	50.316	1020.7	-0.29621	35.391	0.11027	0.00199786049841	0.00520986232564
374.2	80	274.33	0.0036452	10.393	15.071	52.987	33.749	50.353	1018.8	-0.29484	35.278	0.11012	0.00199395310554	0.00523978256649
375.85	80	273.43	0.0036572	10.461	15.154	53.209	33.818	50.39	1016.9	-0.29349	35.167	0.10999	0.00199006488984	0.00526979573228
377.5	80	272.54	0.0036692	10.528	15.238	53.43	33.887	50.428	1015.1	-0.29216	35.058	0.10986	0.00198607930037	0.00529896089294
379.15	80	271.65	0.0036812	10.596	15.321	53.65	33.957	50.466	1013.3	-0.29084	34.951	0.10973	0.00198205887861	0.00532823994491
380.8	80	270.76	0.0036933	10.664	15.404	53.869	34.027	50.504	1011.6	-0.28954	34.845	0.10961	0.00197787030264	0.00535673261074
382.45	80	269.88	0.0037053	10.732	15.488	54.087	34.098	50.543	1009.8	-0.28826	34.741	0.1095	0.00197391193625	0.00538630169731
384.1	80	269	0.0037174	10.8	15.571	54.305	34.17	50.583	1008.1	-0.28699	34.639	0.10939	0.00196977557855	0.00541502037186
385.75	80	268.13	0.0037295	10.868	15.654	54.522	34.241	50.623	1006.4	-0.28575	34.539	0.10928	0.00196574460493	0.00544395810726
387.4	80	267.27	0.0037416	10.936	15.738	54.738	34.314	50.663	1004.8	-0.28452	34.44	0.10918	0.00196135710255	0.00547154643801
389.05	80	266.4	0.0037537	11.004	15.822	54.954	34.387	50.704	1003.1	-0.2833	34.343	0.10909	0.0019573334143	0.00550079236086
390.7	80	265.54	0.0037658	11.072	15.905	55.168	34.46	50.745	1001.5	-0.28211	34.248	0.109	0.00195312990869	0.00552899408791
392.35	80	264.69	0.003778	11.14	15.989	55.382	34.534	50.786	999.93	-0.28093	34.154	0.10891	0.00194876878941	0.00555674404905
394	80	263.84	0.0037901	11.209	16.073	55.595	34.608	50.828	998.37	-0.27977	34.062	0.10883	0.00194454462922	0.0055847384163
395.65	80	263	0.0038023	11.277	16.157	55.808	34.682	50.87	996.83	-0.27862	33.971	0.10875	0.0019402699981	0.00561254266853
397.3	80	262.16	0.0038145	11.345	16.241	56.02	34.757	50.913	995.32	-0.2775	33.882	0.10868	0.00193597883289	0.00564020012869
398.95	80	261.32	0.0038267	11.414	16.325	56.231	34.833	50.956	993.83	-0.27639	33.794	0.10862	0.00193161157427	0.00566770966603
400.6	80	260.49	0.0038389	11.482	16.409	56.441	34.909	50.999	992.37	-0.27529	33.708	0.10855	0.00192719934251	0.00569489790749
402.25	80	259.67	0.0038511	11.551	16.493	56.651	34.985	51.043	990.93	-0.27422	33.623	0.1085	0.00192283983595	0.00572198324911
403.9	80	258.85	0.0038633	11.619	16.577	56.86	35.062	51.087	989.51	-0.27316	33.54	0.10844	0.00191840358839	0.00574890550749
405.55	80	258.03	0.0038755	11.688	16.662	57.068	35.139	51.131	988.11	-0.27212	33.458	0.10839	0.0019139777425	0.0057758259434
407.2	80	257.22	0.0038878	11.756	16.746	57.276	35.216	51.176	986.74	-0.27109	33.377	0.10835	0.00190955940761	0.00580251285186
408.85	80	256.41	0.0039	11.825	16.831	57.483	35.294	51.221	985.39	-0.27008	33.298	0.10831	0.00190508851482	0.00582902491687
410.5	80	255.6	0.0039123	11.894	16.915	57.689	35.372	51.267	984.06	-0.26909	33.22	0.10827	0.00190068115327	0.00585563881187
412.15	80	254.8	0.0039246	11.963	17	57.895	35.451	51.313	982.76	-0.26811	33.143	0.10824	0.00189614005652	0.00588172275032
413.8	80	254.01	0.0039369	12.032	17.084	58.1	35.529	51.359	981.47	-0.26715	33.068	0.10821	0.00189167659675	0.00590783968717
415.45	80	253.22	0.0039492	12.101	17.169	58.305	35.609	51.406	980.21	-0.26621	32.993	0.10819	0.00188710804794	0.00593359325254
417.1	80	252.43	0.0039615	12.17	17.254	58.509	35.688	51.453	978.96	-0.26528	32.92	0.10817	0.00188265349546	0.00595960711633
418.75	80	251.65	0.0039738	12.239	17.339	58.712	35.768	51.5	977.74	-0.26437	32.849	0.10815	0.00187806452568	0.0059850650059
420.4	80	250.87	0.0039861	12.308	17.424	58.915	35.848	51.548	976.54	-0.26347	32.778	0.10814	0.00187356143148	0.00601060356934
422.05	80	250.1	0.0039984	12.378	17.509	59.117	35.929	51.596	975.36	-0.26259	32.709	0.10813	0.00186894289894	0.00603569562536
423.7	80	249.33	0.0040107	12.447	17.594	59.318	36.009	51.644	974.2	-0.26173	32.641	0.10813	0.00186441741671	0.00606091263798
425.35	80	248.57	0.0040231	12.516	17.68	59.519	36.09	51.693	973.06	-0.26088	32.574	0.10813	0.00185983060655	0.00608578916123
427	80	247.8	0.0040354	12.586	17.765	59.719	36.172	51.742	971.94	-0.26004	32.508	0.10813	0.00185522603086	0.00611069314667
428.65	80	247.05	0.0040478	12.655	17.85	59.919	36.253	51.791	970.84	-0.25922	32.443	0.10814	0.00185061560959	0.00613522033463
430.3	80	246.3	0.0040602	12.725	17.936	60.118	36.335	51.841	969.75	-0.25842	32.379	0.10815	0.00184602309279	0.00615976604485
431.95	80	245.55	0.0040725	12.795	18.021	60.316	36.418	51.891	968.69	-0.25763	32.317	0.10816	0.00184135566877	0.00618395580599
433.6	80	244.8	0.0040849	12.864	18.107	60.514	36.5	51.941	967.65	-0.25686	32.255	0.10818	0.00183675652337	0.00620825328275
435.25	80	244.06	0.0040973	12.934	18.193	60.712	36.583	51.992	966.62	-0.2561	32.195	0.1082	0.00183213721582	0.00623230998789
436.9	80	243.33	0.0041097	13.004	18.279	60.908	36.666	52.043	965.61	-0.25535	32.135	0.10822	0.0018274859803	0.00625604153865
438.55	80	242.6	0.0041221	13.074	18.365	61.105	36.749	52.095	964.62	-0.25462	32.077	0.10825	0.00182291699116	0.00627982000277
440.2	80	241.87	0.0041345	13.144	18.451	61.3	36.833	52.146	963.65	-0.2539	32.02	0.10828	0.00181819210266	0.00630323140375
441.85	80	241.15	0.0041469	13.214	18.537	61.496	36.916	52.198	962.69	-0.2532	31.963	0.10832	0.0018136142657	0.00632672617517
443.5	80	240.43	0.0041593	13.285	18.623	61.69	37	52.25	961.75	-0.25251	31.908	0.10835	0.00180895709492	0.00634996781885
445.15	80	239.71	0.0041717	13.355	18.709	61.884	37.085	52.303	960.83	-0.25184	31.853	0.1084	0.00180429735098	0.00637307538237
446.8	80	239	0.0041841	13.425	18.795	62.078	37.169	52.356	959.93	-0.25117	31.8	0.10844	0.00179968783018	0.00639600142739
448.45	80	238.29	0.0041966	13.496	18.882	62.271	37.254	52.409	959.04	-0.25053	31.747	0.10849	0.00179499621454	0.00641879791855
450.1	80	237.59	0.004209	13.566	18.968	62.464	37.339	52.463	958.17	-0.24989	31.695	0.10854	0.00179036860587	0.0064413536349
451.75	80	236.89	0.0042214	13.637	19.055	62.656	37.424	52.516	957.32	-0.24927	31.645	0.10859	0.00178566836078	0.00646368886243
453.4	80	236.19	0.0042339	13.708	19.142	62.847	37.509	52.571	956.48	-0.24866	31.595	0.10865	0.00178112136345	0.00648630639116
455.05	80	235.5	0.0042463	13.779	19.228	63.038	37.594	52.625	955.66	-0.24806	31.546	0.10871	0.00177648473563	0.00650842407787
456.7	80	234.81	0.0042588	13.85	19.315	63.229	37.68	52.68	954.85	-0.24748	31.497	0.10877	0.00177184206449	0.00653052323184
458.35	80	234.13	0.0042712	13.921	19.402	63.419	37.766	52.735	954.06	-0.24691	31.45	0.10883	0.00176718534004	0.00655223583307
460	80	233.44	0.0042837	13.992	19.489	63.609	37.852	52.79	953.28	-0.24635	31.404	0.1089	0.00176256686519	0.00657425572088
461.65	80	232.77	0.0042961	14.063	19.577	63.798	37.938	52.845	952.52	-0.24581	31.358	0.10897	0.00175789593043	0.00659559920307
463.3	80	232.09	0.0043086	14.134	19.664	63.986	38.024	52.901	951.78	-0.24527	31.313	0.10905	0.00175332010018	0.00661723415403
464.95	80	231.42	0.0043211	14.205	19.751	64.174	38.111	52.957	951.05	-0.24475	31.269	0.10912	0.00174864512523	0.0066384309299
466.6	80	230.76	0.0043335	14.277	19.839	64.362	38.198	53.014	950.33	-0.24424	31.226	0.1092	0.00174404828595	0.0066594833972
468.25	80	230.1	0.004346	14.348	19.926	64.549	38.285	53.07	949.63	-0.24374	31.183	0.10928	0.00173935772579	0.00668028460439
469.9	80	229.44	0.0043585	14.42	20.014	64.736	38.372	53.127	948.94	-0.24325	31.142	0.10937	0.00173476233653	0.00670122524352
471.55	80	228.78	0.0043709	14.492	20.101	64.923	38.459	53.184	948.27	-0.24278	31.101	0.10946	0.0017301881186	0.00672203751784
473.2	80	228.13	0.0043834	14.563	20.189	65.108	38.546	53.242	947.61	-0.24231	31.061	0.10955	0.00172565055762	0.00674269279702
474.85	80	227.48	0.0043959	14.635	20.277	65.294	38.634	53.299	946.96	-0.24186	31.021	0.10964	0.00172097624638	0.006763054646
476.5	80	226.84	0.0044084	14.707	20.365	65.479	38.721	53.357	946.33	-0.24141	30.982	0.10973	0.00171642076705	0.00678328374283
478.15	80	226.2	0.0044209	14.779	20.453	65.663	38.809	53.415	945.71	-0.24098	30.944	0.10983	0.00171180325739	0.00680334065187
479.8	80	225.56	0.0044334	14.851	20.541	65.847	38.897	53.474	945.1	-0.24056	30.907	0.10993	0.00170727896826	0.00682352760076
481.45	80	224.93	0.0044459	14.924	20.63	66.031	38.985	53.532	944.51	-0.24015	30.87	0.11003	0.00170264265676	0.00684314002608
483.1	80	224.3	0.0044583	14.996	20.718	66.214	39.073	53.591	943.93	-0.23975	30.835	0.11014	0.00169811804198	0.00686287757849
484.75	80	223.67	0.0044708	15.068	20.806	66.397	39.161	53.65	943.36	-0.23936	30.799	0.11025	0.00169359219599	0.00688261220512
486.4	80	223.05	0.0044833	15.141	20.895	66.58	39.25	53.71	942.8	-0.23897	30.765	0.11036	0.00168904040362	0.00690198666715
488.05	80	222.43	0.0044958	15.214	20.984	66.762	39.338	53.769	942.26	-0.2386	30.731	0.11047	0.00168449406965	0.006921254378
489.7	80	221.81	0.0045083	15.286	21.072	66.943	39.427	53.829	941.73	-0.23824	30.698	0.11058	0.00167995940589	0.00694046623717
491.35	80	221.2	0.0045208	15.359	21.161	67.124	39.515	53.889	941.21	-0.23789	30.665	0.1107	0.00167548361643	0.00695953062429
493	80	220.59	0.0045333	15.432	21.25	67.305	39.604	53.95	940.7	-0.23755	30.633	0.11082	0.00167101898902	0.00697853544104
494.65	80	219.98	0.0045458	15.505	21.339	67.485	39.693	54.01	940.2	-0.23721	30.602	0.11094	0.00166649740574	0.00699739776102
496.3	80	219.38	0.0045583	15.578	21.429	67.665	39.782	54.071	939.72	-0.23689	30.571	0.11106	0.00166201046456	0.00701590688339
497.95	80	218.78	0.0045708	15.651	21.518	67.845	39.871	54.132	939.25	-0.23657	30.541	0.11119	0.00165753989204	0.00703439772004
499.6	80	218.18	0.0045833	15.725	21.607	68.024	39.96	54.193	938.78	-0.23626	30.511	0.11132	0.00165310311494	0.00705302005642
501.25	80	217.59	0.0045958	15.798	21.697	68.203	40.049	54.254	938.33	-0.23597	30.482	0.11145	0.0016486268127	0.00707114838851
502.9	80	217	0.0046083	15.872	21.786	68.381	40.139	54.316	937.89	-0.23568	30.454	0.11158	0.00164416099352	0.0070892074728
504.55	80	216.41	0.0046208	15.945	21.876	68.559	40.228	54.378	937.46	-0.23539	30.426	0.11172	0.00163978923948	0.00710741986311
506.2	80	215.83	0.0046333	16.019	21.966	68.737	40.318	54.44	937.05	-0.23512	30.399	0.11185	0.00163529925052	0.0071249495782
507.85	80	215.25	0.0046458	16.093	22.056	68.914	40.407	54.502	936.64	-0.23486	30.372	0.11199	0.00163092019107	0.00714277993769
509.5	80	214.67	0.0046583	16.167	22.145	69.091	40.497	54.565	936.24	-0.2346	30.346	0.11213	0.00162655090481	0.00716053657078
511.15	80	214.09	0.0046708	16.241	22.236	69.268	40.587	54.627	935.85	-0.23435	30.32	0.11227	0.00162212387636	0.00717813344127
512.8	80	213.52	0.0046833	16.315	22.326	69.444	40.676	54.69	935.48	-0.23411	30.295	0.11242	0.00161780670693	0.00719551876275
514.45	80	212.95	0.0046958	16.389	22.416	69.62	40.766	54.753	935.11	-0.23387	30.271	0.11257	0.00161344367795	0.00721284787406
516.1	80	212.39	0.0047083	16.464	22.506	69.795	40.856	54.816	934.75	-0.23365	30.247	0.11271	0.00160905717195	0.00722980333639
517.75	80	211.83	0.0047208	16.538	22.597	69.97	40.946	54.88	934.4	-0.23343	30.223	0.11287	0.00160475712788	0.00724685371688
519.4	80	211.27	0.0047333	16.613	22.688	70.145	41.036	54.943	934.07	-0.23322	30.2	0.11302	0.00160038175087	0.00726357906002
521.05	80	210.71	0.0047458	16.687	22.778	70.319	41.126	55.007	933.74	-0.23301	30.178	0.11317	0.00159610951095	0.00728055377718
522.7	80	210.16	0.0047583	16.762	22.869	70.493	41.216	55.071	933.42	-0.23281	30.156	0.11333	0.00159181301476	0.00729714300411
524.35	80	209.61	0.0047708	16.837	22.96	70.667	41.306	55.135	933.11	-0.23262	30.134	0.11349	0.00158752999879	0.00731369007609
526	80	209.06	0.0047833	16.912	23.051	70.84	41.396	55.2	932.81	-0.23244	30.113	0.11365	0.00158333201838	0.00733032731028
527.65	80	208.51	0.0047958	16.987	23.142	71.013	41.487	55.264	932.51	-0.23226	30.093	0.11381	0.00157901604875	0.00734676926933
529.3	80	207.97	0.0048083	17.062	23.233	71.186	41.577	55.329	932.23	-0.23209	30.073	0.11397	0.00157480628408	0.00736296659364
530.95	80	207.43	0.0048208	17.138	23.325	71.358	41.667	55.394	931.96	-0.23192	30.053	0.11414	0.00157060926565	0.00737911674356
532.6	80	206.9	0.0048333	17.213	23.416	71.53	41.757	55.459	931.69	-0.23176	30.034	0.1143	0.0015664038242	0.00739502056161
534.25	80	206.36	0.0048458	17.289	23.508	71.702	41.848	55.524	931.43	-0.23161	30.015	0.11447	0.00156217287694	0.00741105567188
535.9	80	205.83	0.0048583	17.364	23.599	71.873	41.938	55.589	931.19	-0.23146	29.997	0.11464	0.00155797555911	0.00742669972878
537.55	80	205.31	0.0048708	17.44	23.691	72.044	42.029	55.655	930.95	-0.23132	29.979	0.11482	0.00155376482453	0.00744204539212
539.2	80	204.78	0.0048833	17.516	23.783	72.215	42.119	55.721	930.71	-0.23119	29.962	0.11499	0.00154969607778	0.00745803730432
540.85	80	204.26	0.0048957	17.592	23.875	72.385	42.21	55.786	930.49	-0.23106	29.945	0.11517	0.00154545433748	0.0074731400728
542.5	80	203.74	0.0049082	17.668	23.967	72.555	42.3	55.852	930.27	-0.23093	29.929	0.11534	0.00154137116939	0.00748865854204
544.15	80	203.22	0.0049207	17.744	24.059	72.725	42.391	55.919	930.07	-0.23082	29.912	0.11552	0.00153727852917	0.00750391688947
545.8	80	202.71	0.0049332	17.82	24.152	72.894	42.481	55.985	929.86	-0.2307	29.897	0.1157	0.00153319688336	0.0075191135868
547.45	80	202.2	0.0049457	17.897	24.244	73.063	42.572	56.051	929.67	-0.2306	29.882	0.11588	0.00152903526901	0.00753391172124
549.1	80	201.69	0.0049581	17.973	24.337	73.232	42.662	56.118	929.49	-0.23049	29.867	0.11607	0.00152504523572	0.00754896069086
550.75	80	201.18	0.0049706	18.05	24.429	73.401	42.753	56.185	929.31	-0.2304	29.852	0.11625	0.00152099253019	0.00756393460843
552.4	80	200.68	0.0049831	18.127	24.522	73.569	42.843	56.251	929.14	-0.2303	29.838	0.11644	0.00151691716381	0.00757851242672
554.05	80	200.18	0.0049956	18.204	24.615	73.737	42.934	56.318	928.98	-0.23022	29.824	0.11663	0.00151284837282	0.00759298353714
555.7	80	199.68	0.005008	18.281	24.708	73.904	43.024	56.386	928.82	-0.23013	29.811	0.11682	0.00150896546838	0.00760786534804
557.35	80	199.18	0.0050205	18.358	24.801	74.072	43.115	56.453	928.67	-0.23005	29.798	0.11701	0.00150493389273	0.00762237085793
559	80	198.69	0.005033	18.435	24.894	74.239	43.206	56.52	928.53	-0.22998	29.786	0.1172	0.00150087500707	0.00763642695858
560.65	80	198.2	0.0050454	18.512	24.988	74.405	43.296	56.588	928.4	-0.22991	29.774	0.1174	0.00149698447784	0.00765072613436
562.3	80	197.71	0.0050579	18.59	25.081	74.572	43.387	56.656	928.27	-0.22985	29.762	0.11759	0.00149303147773	0.00766494461943
563.95	80	197.23	0.0050703	18.667	25.175	74.738	43.477	56.723	928.15	-0.22979	29.75	0.11779	0.00148906933143	0.00767874614
565.6	80	196.74	0.0050828	18.745	25.268	74.904	43.568	56.791	928.03	-0.22973	29.739	0.11799	0.00148515199237	0.0076929904547
567.25	80	196.26	0.0050953	18.823	25.362	75.069	43.658	56.859	927.92	-0.22968	29.728	0.11819	0.00148127965762	0.00770694953847
568.9	80	195.78	0.0051077	18.9	25.456	75.234	43.749	56.927	927.82	-0.22963	29.718	0.11839	0.00147735818668	0.00772065920843
570.55	80	195.31	0.0051202	18.978	25.55	75.399	43.84	56.996	927.73	-0.22959	29.708	0.11859	0.00147346290881	0.00773403532012
572.2	80	194.83	0.0051326	19.057	25.644	75.564	43.93	57.064	927.64	-0.22955	29.698	0.1188	0.00146964861013	0.00774793989092
573.85	80	194.36	0.0051451	19.135	25.738	75.728	44.021	57.133	927.56	-0.22951	29.689	0.119	0.00146578742022	0.00776133109978
575.5	80	193.89	0.0051575	19.213	25.832	75.893	44.111	57.201	927.48	-0.22948	29.68	0.11921	0.00146196898279	0.00777485325152
577.15	80	193.43	0.0051699	19.292	25.927	76.056	44.202	57.27	927.41	-0.22945	29.671	0.11942	0.00145811776107	0.00778785545243
578.8	80	192.96	0.0051824	19.37	26.021	76.22	44.292	57.339	927.35	-0.22942	29.663	0.11963	0.00145437102013	0.00780135750279
580.45	80	192.5	0.0051948	19.449	26.116	76.383	44.383	57.408	927.29	-0.2294	29.655	0.11984	0.00145055265344	0.00781436830033
582.1	80	192.04	0.0052072	19.528	26.211	76.546	44.473	57.477	927.24	-0.22938	29.647	0.12005	0.00144681464065	0.00782747432524
583.75	80	191.58	0.0052197	19.607	26.306	76.709	44.563	57.546	927.19	-0.22937	29.639	0.12026	0.00144308650366	0.00784066817428
585.4	80	191.13	0.0052321	19.686	26.401	76.872	44.654	57.615	927.15	-0.22936	29.632	0.12048	0.00143927095831	0.0078531941262
587.05	80	190.68	0.0052445	19.765	26.496	77.034	44.744	57.685	927.11	-0.22935	29.625	0.12069	0.00143561852309	0.00786611726488
588.7	80	190.22	0.0052569	19.844	26.591	77.196	44.835	57.754	927.08	-0.22934	29.619	0.12091	0.00143187213404	0.00787905791739
590.35	80	189.78	0.0052694	19.924	26.686	77.358	44.925	57.824	927.06	-0.22934	29.613	0.12113	0.00142818389026	0.0078913974467
592	80	189.33	0.0052818	20.003	26.782	77.519	45.015	57.893	927.04	-0.22934	29.607	0.12135	0.00142450214562	0.00790409986517
593.65	80	188.89	0.0052942	20.083	26.878	77.68	45.105	57.963	927.03	-0.22935	29.601	0.12157	0.00142085785391	0.00791643452115
595.3	80	188.44	0.0053066	20.163	26.973	77.841	45.196	58.033	927.02	-0.22935	29.596	0.12179	0.00141720289124	0.00792909677506
596.95	80	188.01	0.005319	20.242	27.069	78.002	45.286	58.103	927.02	-0.22936	29.59	0.12202	0.00141355091075	0.00794100440887
598.6	80	187.57	0.0053314	20.322	27.165	78.163	45.376	58.173	927.02	-0.22938	29.586	0.12224	0.00140995887375	0.00795341539561
600.25	80	187.13	0.0053438	20.403	27.261	78.323	45.466	58.243	927.03	-0.22939	29.581	0.12247	0.00140637384055	0.00796573755941
601.9	80	186.7	0.0053562	20.483	27.357	78.483	45.556	58.313	927.04	-0.22941	29.577	0.12269	0.00140277332504	0.0079777153373
603.55	80	186.27	0.0053686	20.563	27.453	78.642	45.646	58.383	927.06	-0.22943	29.573	0.12292	0.00139917965546	0.00798960081302
605.2	80	185.84	0.005381	20.644	27.55	78.802	45.736	58.454	927.08	-0.22945	29.569	0.12315	0.00139567464753	0.00800170313735
606.85	80	185.41	0.0053934	20.724	27.646	78.961	45.826	58.524	927.11	-0.22948	29.566	0.12338	0.0013921094073	0.00801357610865
608.5	80	184.99	0.0054058	20.805	27.743	79.12	45.916	58.594	927.14	-0.2295	29.562	0.12361	0.00138852824368	0.00802509551796
