Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	aP (1/K)	kT (1/Pa)
610.15	80	184.56	0.0054182	20.886	27.84	79.279	46.006	58.665	927.17	-0.22953	29.559	0.12384	0.00138507258053	0.00803726479067
611.8	80	184.14	0.0054305	20.967	27.937	79.438	46.096	58.736	927.22	-0.22957	29.557	0.12408	0.00138158341783	0.0080487308714
613.45	80	183.72	0.0054429	21.048	28.034	79.596	46.186	58.806	927.26	-0.2296	29.554	0.12431	0.00137805113144	0.00806031102403
615.1	80	183.31	0.0054553	21.129	28.131	79.754	46.275	58.877	927.31	-0.22964	29.552	0.12455	0.00137462321219	0.0080716663528
616.75	80	182.89	0.0054677	21.21	28.228	79.912	46.365	58.948	927.37	-0.22968	29.55	0.12479	0.00137116929881	0.00808318959878
618.4	80	182.48	0.00548	21.292	28.325	80.069	46.455	59.019	927.43	-0.22972	29.548	0.12502	0.00136771111556	0.00809434721184
620.05	80	182.07	0.0054924	21.374	28.423	80.227	46.544	59.09	927.49	-0.22976	29.547	0.12526	0.00136433001925	0.00810575405411
621.7	80	181.66	0.0055048	21.455	28.52	80.384	46.634	59.161	927.56	-0.2298	29.546	0.1255	0.00136088554831	0.00811688708071
623.35	80	181.25	0.0055171	21.537	28.618	80.541	46.723	59.232	927.63	-0.22985	29.545	0.12574	0.00135754254515	0.00812826942498
625	80	180.85	0.0055295	21.619	28.716	80.697	46.813	59.303	927.71	-0.2299	29.544	0.12598	0.00135408646587	0.00813892789792
