Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	aP (1/K)	kT (1/Pa)
354.4	70	270.45	0.0036975	9.7872	13.94	51.497	32.743	50.398	971.05	-0.23787	34.357	0.10524	0.00225143680838	0.00603565855406
356.05	70	269.45	0.0037113	9.8549	14.023	51.731	32.805	50.424	969	-0.23609	34.231	0.10506	0.00224709986872	0.00607535290076
357.7	70	268.45	0.003725	9.9227	14.106	51.964	32.868	50.45	966.99	-0.23434	34.108	0.10488	0.00224267481382	0.00611477551876
359.35	70	267.46	0.0037388	9.9905	14.189	52.197	32.932	50.476	965.01	-0.23262	33.987	0.10472	0.00223808235736	0.00615381388122
361	70	266.48	0.0037527	10.058	14.272	52.428	32.996	50.503	963.07	-0.23092	33.868	0.10455	0.00223348291825	0.00619263599995
362.65	70	265.5	0.0037665	10.126	14.356	52.658	33.061	50.53	961.15	-0.22925	33.751	0.1044	0.00222884022158	0.00623141171845
364.3	70	264.52	0.0037804	10.194	14.439	52.888	33.127	50.558	959.27	-0.2276	33.636	0.10425	0.00222413413387	0.00626999996667
365.95	70	263.56	0.0037942	10.262	14.523	53.116	33.193	50.586	957.42	-0.22598	33.524	0.10411	0.00221937378731	0.00630811125107
367.6	70	262.59	0.0038082	10.33	14.606	53.344	33.259	50.615	955.6	-0.22439	33.413	0.10397	0.00221468266765	0.00634657751452
369.25	70	261.64	0.0038221	10.398	14.69	53.571	33.326	50.644	953.81	-0.22282	33.304	0.10384	0.00220983869413	0.00638435351659
370.9	70	260.69	0.003836	10.465	14.773	53.796	33.394	50.673	952.05	-0.22129	33.197	0.10371	0.00220489669943	0.00642191106709
372.55	70	259.74	0.00385	10.533	14.857	54.021	33.463	50.703	950.32	-0.21977	33.092	0.10359	0.00219991349422	0.00645937068529
374.2	70	258.8	0.003864	10.601	14.941	54.246	33.531	50.733	948.62	-0.21829	32.989	0.10347	0.00219498292016	0.00649673590841
375.85	70	257.87	0.003878	10.669	15.024	54.469	33.601	50.764	946.95	-0.21683	32.888	0.10336	0.00218990006722	0.00653354242926
377.5	70	256.94	0.003892	10.737	15.108	54.691	33.671	50.795	945.31	-0.21539	32.788	0.10326	0.00218481463461	0.00657029282862
379.15	70	256.01	0.003906	10.806	15.192	54.913	33.741	50.827	943.7	-0.21399	32.691	0.10316	0.00217981136435	0.00660711228025
380.8	70	255.1	0.0039201	10.874	15.276	55.134	33.812	50.859	942.12	-0.2126	32.595	0.10307	0.00217459547884	0.0066431498813
382.45	70	254.18	0.0039342	10.942	15.36	55.354	33.884	50.891	940.56	-0.21125	32.5	0.10298	0.0021693458065	0.00667931500706
384.1	70	253.28	0.0039483	11.01	15.444	55.573	33.956	50.924	939.03	-0.20992	32.408	0.10289	0.00216409188227	0.0067150020951
385.75	70	252.37	0.0039624	11.078	15.528	55.791	34.028	50.957	937.53	-0.20862	32.317	0.10281	0.00215887611487	0.00675086390316
387.4	70	251.48	0.0039765	11.146	15.612	56.009	34.101	50.991	936.06	-0.20734	32.227	0.10274	0.00215355929935	0.00678602707813
389.05	70	250.59	0.0039906	11.215	15.696	56.226	34.174	51.025	934.61	-0.20609	32.139	0.10267	0.00214826006581	0.00682122877036
390.7	70	249.7	0.0040048	11.283	15.78	56.442	34.248	51.059	933.19	-0.20486	32.053	0.10261	0.00214283320407	0.00685611976025
392.35	70	248.82	0.0040189	11.351	15.865	56.657	34.323	51.094	931.79	-0.20366	31.969	0.10255	0.00213739708103	0.00689069912048
394	70	247.95	0.0040331	11.42	15.949	56.871	34.397	51.129	930.42	-0.20248	31.885	0.10249	0.00213197992925	0.00692507601868
395.65	70	247.08	0.0040473	11.488	16.033	57.085	34.472	51.165	929.08	-0.20133	31.804	0.10244	0.00212654595194	0.00695925391117
397.3	70	246.21	0.0040615	11.557	16.118	57.298	34.548	51.201	927.76	-0.20021	31.724	0.10239	0.00212103348622	0.0069932419781
398.95	70	245.35	0.0040757	11.625	16.202	57.51	34.624	51.238	926.47	-0.19911	31.645	0.10235	0.00211555516327	0.00702693839234
400.6	70	244.5	0.00409	11.694	16.287	57.722	34.701	51.275	925.19	-0.19803	31.567	0.10231	0.00210995180735	0.00706029675112
402.25	70	243.65	0.0041042	11.762	16.372	57.933	34.777	51.312	923.95	-0.19697	31.491	0.10228	0.00210443767702	0.00709354734824
403.9	70	242.81	0.0041185	11.831	16.456	58.143	34.855	51.35	922.72	-0.19595	31.417	0.10225	0.00209878850797	0.00712637913442
405.55	70	241.97	0.0041327	11.9	16.541	58.352	34.932	51.388	921.53	-0.19494	31.344	0.10223	0.00209322737376	0.00715908936083
407.2	70	241.14	0.004147	11.969	16.626	58.561	35.01	51.427	920.35	-0.19396	31.272	0.10221	0.00208762461573	0.00719157128713
408.85	70	240.31	0.0041613	12.038	16.711	58.769	35.088	51.466	919.19	-0.193	31.201	0.10219	0.00208203547283	0.00722402725766
410.5	70	239.49	0.0041756	12.106	16.796	58.976	35.167	51.505	918.06	-0.19207	31.132	0.10218	0.0020763005339	0.00725578749913
412.15	70	238.67	0.0041899	12.175	16.881	59.183	35.246	51.545	916.95	-0.19115	31.064	0.10217	0.00207066240478	0.00728765096369
413.8	70	237.85	0.0042042	12.244	16.966	59.389	35.326	51.586	915.87	-0.19026	30.997	0.10217	0.00206500517371	0.00731924974428
415.45	70	237.05	0.0042186	12.313	17.051	59.594	35.405	51.626	914.8	-0.1894	30.931	0.10217	0.00205928083266	0.00735041071864
417.1	70	236.24	0.0042329	12.383	17.136	59.799	35.485	51.667	913.75	-0.18855	30.867	0.10217	0.00205362729319	0.00738176511323
418.75	70	235.45	0.0042473	12.452	17.221	60.003	35.566	51.709	912.73	-0.18773	30.804	0.10218	0.00204784294697	0.00741221092727
420.4	70	234.65	0.0042616	12.521	17.307	60.207	35.647	51.751	911.73	-0.18693	30.741	0.10219	0.00204213786642	0.0074429090314
422.05	70	233.86	0.004276	12.59	17.392	60.409	35.728	51.793	910.74	-0.18615	30.68	0.1022	0.00203639901642	0.00747338908779
423.7	70	233.08	0.0042904	12.66	17.478	60.612	35.809	51.836	909.78	-0.18539	30.621	0.10222	0.00203068829682	0.00750345889856
425.35	70	232.3	0.0043047	12.729	17.563	60.813	35.891	51.879	908.84	-0.18465	30.562	0.10224	0.0020249201602	0.00753324273591
427	70	231.53	0.0043191	12.799	17.649	61.014	35.973	51.922	907.91	-0.18394	30.504	0.10227	0.00201911763242	0.00756278726493
428.65	70	230.76	0.0043335	12.868	17.735	61.214	36.055	51.966	907.01	-0.18324	30.448	0.1023	0.00201338577059	0.00759222566518
430.3	70	230	0.0043479	12.938	17.82	61.414	36.137	52.01	906.12	-0.18256	30.392	0.10233	0.00200764223669	0.00762141287668
431.95	70	229.24	0.0043623	13.007	17.906	61.613	36.22	52.055	905.26	-0.18191	30.338	0.10237	0.00200187759559	0.007650273174
433.6	70	228.48	0.0043767	13.077	17.992	61.812	36.303	52.1	904.41	-0.18127	30.284	0.10241	0.00199614439378	0.00767920579172
435.25	70	227.73	0.0043911	13.147	18.078	62.01	36.386	52.145	903.58	-0.18065	30.232	0.10245	0.00199037650808	0.00770770157262
436.9	70	226.99	0.0044056	13.217	18.164	62.207	36.47	52.191	902.77	-0.18006	30.181	0.10249	0.00198454290967	0.00773568706716
438.55	70	226.24	0.00442	13.287	18.25	62.404	36.554	52.237	901.97	-0.17948	30.13	0.10254	0.00197880622179	0.00776407535377
440.2	70	225.51	0.0044344	13.357	18.337	62.6	36.638	52.283	901.2	-0.17892	30.081	0.1026	0.00197296842217	0.00779149094111
441.85	70	224.78	0.0044489	13.427	18.423	62.796	36.722	52.33	900.44	-0.17838	30.032	0.10265	0.0019672202464	0.00781910748154
443.5	70	224.05	0.0044633	13.497	18.509	62.991	36.807	52.377	899.69	-0.17785	29.985	0.10271	0.00196143402169	0.00784656295524
445.15	70	223.33	0.0044778	13.567	18.596	63.186	36.892	52.425	898.97	-0.17735	29.938	0.10277	0.00195564959073	0.00787351710712
446.8	70	222.61	0.0044922	13.638	18.682	63.38	36.977	52.473	898.26	-0.17686	29.892	0.10284	0.00194991604257	0.00790051551148
448.45	70	221.89	0.0045067	13.708	18.769	63.573	37.062	52.521	897.57	-0.17639	29.847	0.1029	0.00194416782331	0.00792738129541
450.1	70	221.18	0.0045211	13.778	18.856	63.766	37.147	52.57	896.89	-0.17593	29.803	0.10298	0.00193850707619	0.00795408108388
451.75	70	220.48	0.0045356	13.849	18.942	63.959	37.233	52.619	896.23	-0.1755	29.76	0.10305	0.00193269859182	0.00798006456779
453.4	70	219.78	0.00455	13.92	19.029	64.151	37.319	52.668	895.58	-0.17508	29.718	0.10313	0.00192693936027	0.0080060792947
455.05	70	219.08	0.0045645	13.99	19.116	64.342	37.405	52.718	894.95	-0.17467	29.676	0.10321	0.00192124605385	0.00803209783341
456.7	70	218.39	0.004579	14.061	19.203	64.533	37.491	52.768	894.34	-0.17428	29.636	0.10329	0.00191551476727	0.00805759715006
458.35	70	217.7	0.0045935	14.132	19.29	64.723	37.577	52.818	893.74	-0.17391	29.596	0.10337	0.00190981053397	0.00808312001962
460	70	217.02	0.0046079	14.203	19.378	64.913	37.664	52.869	893.15	-0.17356	29.557	0.10346	0.00190410255743	0.00810823057897
461.65	70	216.34	0.0046224	14.274	19.465	65.103	37.751	52.92	892.58	-0.17321	29.519	0.10355	0.00189837905858	0.00813317743483
463.3	70	215.66	0.0046369	14.345	19.552	65.292	37.838	52.971	892.03	-0.17289	29.481	0.10365	0.00189266066781	0.00815795822559
464.95	70	214.99	0.0046514	14.416	19.64	65.48	37.925	53.023	891.48	-0.17258	29.444	0.10374	0.00188702596837	0.00818271147682
466.6	70	214.32	0.0046659	14.487	19.727	65.668	38.012	53.075	890.96	-0.17228	29.408	0.10384	0.00188137452487	0.00820710837524
468.25	70	213.66	0.0046803	14.559	19.815	65.855	38.1	53.128	890.44	-0.172	29.373	0.10394	0.00187573872504	0.00823125290449
469.9	70	213	0.0046948	14.63	19.902	66.042	38.187	53.18	889.94	-0.17173	29.339	0.10404	0.00187009377368	0.00825527858352
471.55	70	212.34	0.0047093	14.702	19.99	66.229	38.275	53.233	889.45	-0.17147	29.305	0.10415	0.00186446679772	0.00827924721555
473.2	70	211.69	0.0047238	14.773	20.078	66.415	38.363	53.287	888.98	-0.17123	29.272	0.10426	0.00185887938553	0.00830279633582
474.85	70	211.05	0.0047383	14.845	20.166	66.6	38.451	53.34	888.52	-0.171	29.24	0.10437	0.00185319271441	0.00832579282592
476.5	70	210.4	0.0047528	14.917	20.254	66.786	38.539	53.394	888.07	-0.17079	29.208	0.10448	0.00184765364909	0.0083493349015
478.15	70	209.76	0.0047673	14.989	20.342	66.97	38.627	53.449	887.63	-0.17058	29.177	0.1046	0.00184217376795	0.00837263167252
479.8	70	209.13	0.0047818	15.061	20.431	67.154	38.716	53.503	887.21	-0.17039	29.147	0.10472	0.0018364874203	0.00839495667589
481.45	70	208.5	0.0047963	15.133	20.519	67.338	38.804	53.558	886.79	-0.17022	29.117	0.10484	0.00183101015279	0.00841783137003
483.1	70	207.87	0.0048107	15.205	20.607	67.522	38.893	53.613	886.39	-0.17005	29.088	0.10496	0.00182546850095	0.00844028582955
484.75	70	207.24	0.0048252	15.277	20.696	67.704	38.982	53.669	886.01	-0.1699	29.06	0.10509	0.00181998904595	0.00846269239561
486.4	70	206.62	0.0048397	15.349	20.784	67.887	39.071	53.724	885.63	-0.16975	29.032	0.10522	0.00181442991218	0.00848470637098
488.05	70	206.01	0.0048542	15.422	20.873	68.069	39.16	53.781	885.26	-0.16962	29.005	0.10535	0.00180900666591	0.00850660379218
489.7	70	205.39	0.0048687	15.494	20.962	68.251	39.249	53.837	884.91	-0.1695	28.978	0.10548	0.00180355010684	0.00852854125348
491.35	70	204.78	0.0048832	15.567	21.051	68.432	39.338	53.893	884.57	-0.16939	28.952	0.10561	0.0017980714793	0.00855003972273
493	70	204.18	0.0048977	15.64	21.14	68.612	39.428	53.95	884.24	-0.1693	28.927	0.10575	0.00179256444475	0.00857103340283
494.65	70	203.58	0.0049122	15.712	21.229	68.793	39.517	54.008	883.92	-0.16921	28.902	0.10589	0.00178724140428	0.00859237250752
496.3	70	202.98	0.0049266	15.785	21.318	68.973	39.607	54.065	883.61	-0.16913	28.878	0.10603	0.00178179494282	0.00861330381653
497.95	70	202.38	0.0049411	15.858	21.407	69.152	39.696	54.123	883.31	-0.16906	28.855	0.10617	0.00177651327669	0.00863458021534
499.6	70	201.79	0.0049556	15.931	21.497	69.331	39.786	54.181	883.02	-0.16901	28.832	0.10632	0.00177112422672	0.00865517826627
501.25	70	201.2	0.0049701	16.005	21.586	69.51	39.876	54.239	882.74	-0.16896	28.809	0.10647	0.00176575559102	0.00867573938089
502.9	70	200.62	0.0049846	16.078	21.676	69.689	39.966	54.298	882.47	-0.16892	28.787	0.10661	0.00176044091701	0.00869598981761
504.55	70	200.04	0.004999	16.151	21.765	69.867	40.056	54.356	882.22	-0.16889	28.766	0.10677	0.00175506617547	0.00871584037074
506.2	70	199.46	0.0050135	16.225	21.855	70.044	40.146	54.415	881.97	-0.16887	28.745	0.10692	0.00174979093662	0.00873600577837
507.85	70	198.89	0.005028	16.298	21.945	70.221	40.236	54.475	881.73	-0.16886	28.725	0.10707	0.00174456850538	0.00875584886735
509.5	70	198.32	0.0050425	16.372	22.035	70.398	40.326	54.534	881.5	-0.16886	28.705	0.10723	0.00173928789564	0.00877548364167
511.15	70	197.75	0.0050569	16.446	22.125	70.574	40.417	54.594	881.28	-0.16887	28.686	0.10739	0.00173403788638	0.00879501370238
512.8	70	197.18	0.0050714	16.52	22.215	70.751	40.507	54.654	881.07	-0.16888	28.667	0.10755	0.00172887201274	0.00881471311492
514.45	70	196.62	0.0050859	16.594	22.305	70.926	40.597	54.714	880.87	-0.1689	28.649	0.10771	0.00172368073472	0.00883391454778
516.1	70	196.07	0.0051003	16.668	22.395	71.101	40.688	54.775	880.67	-0.16893	28.631	0.10788	0.00171849482671	0.00885275590805
517.75	70	195.51	0.0051148	16.742	22.486	71.276	40.778	54.836	880.49	-0.16897	28.614	0.10804	0.0017134163716	0.00887200983717
519.4	70	194.96	0.0051293	16.816	22.576	71.451	40.869	54.896	880.32	-0.16902	28.597	0.10821	0.00170815356181	0.00889037409281
521.05	70	194.41	0.0051437	16.891	22.667	71.625	40.959	54.958	880.15	-0.16907	28.581	0.10838	0.00170317903495	0.00890942318729
522.7	70	193.87	0.0051582	16.965	22.758	71.799	41.05	55.019	879.99	-0.16913	28.565	0.10856	0.00169800342132	0.00892757375743
524.35	70	193.33	0.0051726	17.04	22.849	71.973	41.141	55.081	879.84	-0.1692	28.549	0.10873	0.00169293770977	0.00894582332724
526	70	192.79	0.0051871	17.114	22.939	72.146	41.231	55.143	879.7	-0.16928	28.534	0.1089	0.0016879537265	0.00896422676832
527.65	70	192.25	0.0052015	17.189	23.03	72.319	41.322	55.205	879.57	-0.16936	28.52	0.10908	0.0016829215227	0.00898234881036
529.3	70	191.72	0.0052159	17.264	23.122	72.491	41.413	55.267	879.44	-0.16945	28.506	0.10926	0.00167788120012	0.00900014172369
530.95	70	191.19	0.0052304	17.339	23.213	72.663	41.504	55.33	879.33	-0.16954	28.492	0.10944	0.00167289780241	0.00901782415095
532.6	70	190.66	0.0052448	17.414	23.304	72.835	41.595	55.392	879.22	-0.16964	28.479	0.10962	0.00166789001379	0.00903547964048
534.25	70	190.14	0.0052593	17.49	23.396	73.006	41.686	55.455	879.12	-0.16975	28.466	0.10981	0.00166291410602	0.00905275308535
535.9	70	189.62	0.0052737	17.565	23.487	73.177	41.777	55.518	879.02	-0.16986	28.453	0.10999	0.00165798864492	0.00907015914231
537.55	70	189.1	0.0052881	17.64	23.579	73.348	41.868	55.582	878.94	-0.16998	28.441	0.11018	0.00165313496143	0.00908744858602
539.2	70	188.59	0.0053025	17.716	23.671	73.519	41.959	55.645	878.86	-0.17011	28.43	0.11037	0.00164819648944	0.0091042245278
540.85	70	188.08	0.005317	17.792	23.763	73.689	42.05	55.709	878.78	-0.17024	28.419	0.11056	0.00164335137193	0.00912129323557
542.5	70	187.57	0.0053314	17.867	23.854	73.859	42.141	55.773	878.72	-0.17037	28.408	0.11075	0.00163851787992	0.00913807603993
544.15	70	187.06	0.0053458	17.943	23.947	74.028	42.232	55.837	878.66	-0.17052	28.397	0.11094	0.00163371769552	0.00915498812625
545.8	70	186.56	0.0053602	18.019	24.039	74.197	42.323	55.901	878.61	-0.17066	28.387	0.11114	0.00162888834011	0.00917132989917
547.45	70	186.06	0.0053746	18.095	24.131	74.366	42.414	55.966	878.57	-0.17081	28.378	0.11133	0.0016241478073	0.00918775234446
549.1	70	185.56	0.005389	18.172	24.223	74.535	42.505	56.03	878.53	-0.17097	28.368	0.11153	0.00161936542855	0.00920413638656
550.75	70	185.07	0.0054034	18.248	24.316	74.703	42.596	56.095	878.5	-0.17113	28.359	0.11173	0.00161462767713	0.00922010309933
552.4	70	184.58	0.0054178	18.324	24.409	74.871	42.687	56.16	878.47	-0.1713	28.351	0.11193	0.00160992198026	0.00923619202998
554.05	70	184.09	0.0054322	18.401	24.501	75.038	42.778	56.226	878.46	-0.17147	28.343	0.11213	0.00160528548434	0.00925214717161
555.7	70	183.6	0.0054466	18.478	24.594	75.206	42.869	56.291	878.45	-0.17164	28.335	0.11234	0.00160060664417	0.00926806006636
557.35	70	183.12	0.0054609	18.554	24.687	75.372	42.961	56.356	878.44	-0.17182	28.327	0.11254	0.00159585216814	0.00928337282725
559	70	182.64	0.0054753	18.631	24.78	75.539	43.052	56.422	878.44	-0.172	28.32	0.11275	0.00159124802347	0.00929897414023
560.65	70	182.16	0.0054897	18.708	24.873	75.706	43.143	56.488	878.45	-0.17219	28.313	0.11296	0.00158665666396	0.00931448280976
562.3	70	181.68	0.0055041	18.785	24.966	75.872	43.234	56.554	878.46	-0.17238	28.307	0.11317	0.00158209600282	0.00933011090274
563.95	70	181.21	0.0055184	18.863	25.06	76.037	43.325	56.62	878.48	-0.17257	28.301	0.11338	0.00157751859567	0.00934513062362
565.6	70	180.74	0.0055328	18.94	25.153	76.203	43.416	56.687	878.51	-0.17277	28.295	0.11359	0.00157301237798	0.00936021810522
567.25	70	180.27	0.0055471	19.017	25.247	76.368	43.507	56.753	878.54	-0.17298	28.289	0.1138	0.00156847722421	0.00937525626249
568.9	70	179.81	0.0055615	19.095	25.341	76.533	43.598	56.82	878.57	-0.17318	28.284	0.11402	0.00156398721037	0.00939005383406
570.55	70	179.34	0.0055758	19.173	25.434	76.698	43.69	56.886	878.62	-0.17339	28.279	0.11423	0.00155939892611	0.00940467987176
572.2	70	178.88	0.0055902	19.251	25.528	76.862	43.781	56.953	878.66	-0.1736	28.275	0.11445	0.00155495023323	0.00941949088185
573.85	70	178.43	0.0056045	19.328	25.622	77.026	43.872	57.02	878.72	-0.17382	28.27	0.11467	0.00155046574761	0.00943345716879
575.5	70	177.97	0.0056189	19.407	25.717	77.19	43.963	57.088	878.78	-0.17404	28.266	0.11489	0.00154611234315	0.00944822829755
577.15	70	177.52	0.0056332	19.485	25.811	77.354	44.054	57.155	878.84	-0.17426	28.263	0.11511	0.00154168549466	0.00946241435244
578.8	70	177.07	0.0056475	19.563	25.905	77.517	44.145	57.223	878.91	-0.17448	28.259	0.11533	0.00153734186554	0.00947666006825
580.45	70	176.62	0.0056619	19.641	26	77.68	44.236	57.29	878.98	-0.17471	28.256	0.11556	0.00153294075066	0.00949084991402
582.1	70	176.18	0.0056762	19.72	26.094	77.843	44.327	57.358	879.06	-0.17494	28.253	0.11578	0.00152859260385	0.00950456000298
583.75	70	175.73	0.0056905	19.798	26.189	78.005	44.418	57.426	879.15	-0.17517	28.251	0.11601	0.00152429831454	0.00951870126079
585.4	70	175.29	0.0057048	19.877	26.284	78.167	44.508	57.494	879.24	-0.17541	28.249	0.11624	0.00152006395392	0.00953262324916
587.05	70	174.85	0.0057191	19.956	26.379	78.329	44.599	57.562	879.33	-0.17564	28.247	0.11646	0.00151578133559	0.0095464375764
588.7	70	174.42	0.0057334	20.035	26.474	78.491	44.69	57.63	879.43	-0.17588	28.245	0.11669	0.00151146547492	0.00955959359316
590.35	70	173.98	0.0057477	20.114	26.569	78.652	44.781	57.699	879.53	-0.17613	28.244	0.11692	0.00150729152194	0.00957356868328
592	70	173.55	0.005762	20.193	26.664	78.813	44.872	57.767	879.64	-0.17637	28.243	0.11716	0.00150301261251	0.00958671527982
593.65	70	173.12	0.0057763	20.273	26.759	78.974	44.963	57.836	879.75	-0.17662	28.242	0.11739	0.00149883174479	0.00960013133119
595.3	70	172.69	0.0057906	20.352	26.855	79.135	45.053	57.904	879.87	-0.17686	28.241	0.11762	0.00149466400297	0.00961348029672
596.95	70	172.27	0.0058048	20.432	26.95	79.295	45.144	57.973	879.99	-0.17712	28.241	0.11786	0.00149048845435	0.00962632699419
598.6	70	171.85	0.0058191	20.511	27.046	79.455	45.235	58.042	880.12	-0.17737	28.241	0.1181	0.00148630926321	0.00963905498259
600.25	70	171.43	0.0058334	20.591	27.142	79.615	45.325	58.111	880.25	-0.17762	28.241	0.11833	0.00148223043434	0.00965209624187
601.9	70	171.01	0.0058476	20.671	27.238	79.775	45.416	58.18	880.38	-0.17788	28.241	0.11857	0.00147811563644	0.00966502524757
603.55	70	170.59	0.0058619	20.751	27.334	79.934	45.507	58.25	880.52	-0.17814	28.242	0.11881	0.00147406753542	0.00967800193522
605.2	70	170.18	0.0058762	20.831	27.43	80.093	45.597	58.319	880.67	-0.1784	28.243	0.11905	0.00146998839555	0.00969033686592
606.85	70	169.77	0.0058904	20.912	27.526	80.252	45.687	58.388	880.81	-0.17866	28.244	0.1193	0.00146596354853	0.00970298893367
608.5	70	169.36	0.0059047	20.992	27.623	80.411	45.778	58.458	880.96	-0.17892	28.245	0.11954	0.00146193105312	0.00971547220597
610.15	70	168.95	0.0059189	21.072	27.719	80.569	45.868	58.528	881.12	-0.17918	28.247	0.11978	0.00145799268134	0.00972804488088
