Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	aP (1/K)	kT (1/Pa)
489.7	50	164.91	0.0060641	16.019	20.883	71.624	38.871	53.564	767.8	0.043339	25.243	0.09455	0.00209085332529	0.0141743802964
491.35	50	164.34	0.006085	16.09	20.971	71.804	38.962	53.612	767.91	0.042336	25.234	0.094725	0.0020825046379	0.01419896988036
493	50	163.78	0.0061059	16.162	21.06	71.984	39.053	53.661	768.02	0.041323	25.226	0.094901	0.00207424862734	0.01422323659199
494.65	50	163.22	0.0061268	16.234	21.148	72.163	39.144	53.711	768.14	0.040301	25.218	0.09508	0.00206612060522	0.01424767171247
496.3	50	162.66	0.0061477	16.306	21.237	72.342	39.234	53.761	768.27	0.03927	25.211	0.09526	0.00205812681681	0.01427237450315
497.95	50	162.11	0.0061686	16.378	21.326	72.521	39.325	53.811	768.41	0.038231	25.204	0.095443	0.00205000933918	0.0142957356765
499.6	50	161.57	0.0061894	16.45	21.415	72.699	39.417	53.862	768.55	0.037184	25.198	0.095627	0.00204190139157	0.01431838149411
501.25	50	161.02	0.0062103	16.522	21.504	72.876	39.508	53.914	768.7	0.036129	25.192	0.095813	0.00203406207367	0.0143424361369
502.9	50	160.49	0.0062311	16.594	21.593	73.054	39.599	53.965	768.86	0.035067	25.187	0.096001	0.00202605856862	0.01436433255171
504.55	50	159.95	0.0062519	16.667	21.682	73.23	39.69	54.018	769.02	0.033998	25.182	0.096191	0.00201835767813	0.01438791580652
506.2	50	159.42	0.0062727	16.739	21.771	73.407	39.782	54.07	769.19	0.032922	25.177	0.096382	0.00201044295841	0.0144098577225
507.85	50	158.89	0.0062935	16.812	21.86	73.583	39.873	54.123	769.37	0.03184	25.173	0.096575	0.00200274680149	0.01443231129417
509.5	50	158.37	0.0063143	16.884	21.949	73.759	39.965	54.177	769.55	0.030753	25.169	0.09677	0.001995040349	0.01445401608428
511.15	50	157.85	0.0063351	16.957	22.039	73.934	40.056	54.23	769.74	0.029659	25.166	0.096967	0.00198737341582	0.01447569182498
512.8	50	157.33	0.0063559	17.03	22.128	74.109	40.148	54.285	769.94	0.028561	25.163	0.097165	0.00197982096873	0.01449741658439
514.45	50	156.82	0.0063766	17.103	22.218	74.283	40.24	54.339	770.14	0.027457	25.16	0.097365	0.0019721908022	0.01451820281299
516.1	50	156.31	0.0063974	17.176	22.308	74.457	40.332	54.394	770.35	0.026349	25.158	0.097567	0.00196466510902	0.01453912604153
