Temperature(K) Pressure(MPa) Hconf(kcal/mol) dHconf Volume(A3) dV V^2(A6) dV^2 V*Hconf(A3*kcal/mol) dV*Hconf Uconf(kcal/mol) dUconf Uconf*Hconf(kcal/mol) dUconf*Hconf rho(kg/m3) drho aP(1/K) daP kT(1/MPa) dkT Cp_id(J/molK) Cp(J/molK) dCp Cv(J/molK) dCv uJT(K/MPa) duJT SS(m/s) dSS
3.6681700000e+02 9.0000000000e+01 9.6100481778e+01 2.9276581876e-01 4.6803206861e+04 1.1534410679e+01 2.1915410917e+09 1.0807404165e+06 4.5207660607e+06 1.4768679179e+04 -5.1018530237e+02 1.6103185868e-01 -4.8706182618e+04 1.3469382345e+02 2.9141665870e+02 7.1818143365e-02 1.8342840279e-03 1.6122747882e-03 4.2227048668e-03 6.4456627915e-03 3.8812216243e+01 4.9453241469e+01 7.2309831566e+00 3.3363521503e+01 3.3765847466e+01 -3.6417767011e-01 6.9544767269e-01 1.0975110159e+03 1.3017350808e+03
3.7348300000e+02 9.0000000000e+01 1.1164529385e+02 2.9798349596e-01 4.7383003063e+04 1.1906207295e+01 2.2462220042e+09 1.1288260979e+06 5.3144592076e+06 1.5383885904e+04 -5.0215113366e+02 1.6149977105e-01 -5.5729965061e+04 1.3279062930e+02 2.8785077514e+02 7.2329965967e-02 1.8554409226e-03 1.5930624385e-03 4.3917053795e-03 6.5330619537e-03 3.9161391831e+01 4.9966098029e+01 7.1653844637e+00 3.3649280201e+01 3.3178118411e+01 -3.4245298642e-01 6.9888815924e-01 1.0838009520e+03 1.2530767836e+03
3.8015000000e+02 9.0000000000e+01 1.2721795338e+02 2.9635708407e-01 4.7972124107e+04 1.1992044008e+01 2.3024559535e+09 1.1508695715e+06 6.1283520108e+06 1.5665045395e+04 -4.9420991090e+02 1.5903184185e-01 -6.2533728015e+04 1.2765612951e+02 2.8431582746e+02 7.1073107112e-02 1.8463626262e-03 1.5395626349e-03 4.4929969443e-03 6.4641337285e-03 3.9516878020e+01 5.0215062393e+01 6.9524880090e+00 3.3939994795e+01 3.1848859167e+01 -3.3496971416e-01 6.9190619691e-01 1.0761988845e+03 1.1961702565e+03
3.8681700000e+02 9.0000000000e+01 1.4261994390e+02 2.9657892014e-01 4.8561840637e+04 1.2115868152e+01 2.3594311898e+09 1.1772058808e+06 6.9521287214e+06 1.6047917792e+04 -4.8644707105e+02 1.5780312829e-01 -6.9035442494e+04 1.2335615008e+02 2.8086320414e+02 7.0073570224e-02 1.8173718518e-03 1.4981733347e-03 4.5453252962e-03 6.4187639241e-03 3.9878124792e+01 5.0294742839e+01 6.8005951390e+00 3.4239965159e+01 3.0736947543e+01 -3.3730604149e-01 6.9276743114e-01 1.0726665330e+03 1.1587202315e+03
3.9348300000e+02 9.0000000000e+01 1.5777946267e+02 2.9634745526e-01 4.9148858915e+04 1.2234945055e+01 2.4168383361e+09 1.2030530171e+06 7.7817333795e+06 1.6400862736e+04 -4.7889174997e+02 1.5628818683e-01 -7.5215216595e+04 1.1914688990e+02 2.7750866370e+02 6.9082036238e-02 1.7889772401e-03 1.4561668054e-03 4.5991432823e-03 6.3718077741e-03 4.0244597668e+01 5.0376208729e+01 6.6534184246e+00 3.4547223139e+01 2.9625428286e+01 -3.3975058753e-01 6.9240810015e-01 1.0688811650e+03 1.1214492807e+03
4.0015000000e+02 9.0000000000e+01 1.7272945802e+02 2.9509131687e-01 4.9735016363e+04 1.2332911349e+01 2.4748569711e+09 1.2273056441e+06 8.6186878093e+06 1.6706368760e+04 -4.7153480116e+02 1.5400858000e-01 -8.1101613984e+04 1.1468256573e+02 2.7423805515e+02 6.8003468583e-02 1.7684017836e-03 1.4116554426e-03 4.6770807309e-03 6.3162367111e-03 4.0615947596e+01 5.0506565517e+01 6.4998993563e+00 3.4855169211e+01 2.8445593542e+01 -3.3863683470e-01 6.8888709171e-01 1.0628917290e+03 1.0774679519e+03
4.0681700000e+02 9.0000000000e+01 1.8747455518e+02 2.9491185945e-01 5.0321521737e+04 1.2512511868e+01 2.5336013641e+09 1.2600108869e+06 9.4629301808e+06 1.7080298340e+04 -4.6438725755e+02 1.5170380131e-01 -8.6713854616e+04 1.1093293852e+02 2.7104176681e+02 6.7394888050e-02 1.7477652242e-03 1.3745651490e-03 4.7615573261e-03 6.3035892433e-03 4.0991681694e+01 5.0608005131e+01 6.3858256814e+00 3.5160761060e+01 2.7398403841e+01 -3.3797330921e-01 6.8856275190e-01 1.0560582104e+03 1.0395839105e+03
4.1348300000e+02 9.0000000000e+01 2.0197619380e+02 2.9359759878e-01 5.0907225451e+04 1.2663373483e+01 2.5929517228e+09 1.2898900537e+06 1.0311873865e+07 1.7387004536e+04 -4.5747278783e+02 1.4880316767e-01 -9.2051939907e+04 1.0702286369e+02 2.6792334564e+02 6.6646990888e-02 1.7244918899e-03 1.3339266798e-03 4.8384023302e-03 6.2763819310e-03 4.1371325614e+01 5.0688449822e+01 6.2583273114e+00 3.5471121885e+01 2.6313790514e+01 -3.3896942957e-01 6.8605386528e-01 1.0499310376e+03 1.0025902471e+03
4.2015000000e+02 9.0000000000e+01 2.1628048049e+02 2.9283699036e-01 5.1493099341e+04 1.2791134477e+01 2.6530117570e+09 1.3179660754e+06 1.1167860444e+07 1.7725525671e+04 -4.5075787449e+02 1.4672960384e-01 -9.7140499723e+04 1.0326910052e+02 2.6487498975e+02 6.5796226229e-02 1.7110910972e-03 1.2974549065e-03 4.9296032238e-03 6.2392851009e-03 4.1754597497e+01 5.0911990050e+01 6.1497425719e+00 3.5798363793e+01 2.5394075160e+01 -3.3438572268e-01 6.8233509725e-01 1.0436430589e+03 9.6559818454e+02
4.2681700000e+02 9.0000000000e+01 2.3054826299e+02 2.9623499830e-01 5.2084208388e+04 1.3033358090e+01 2.7143166488e+09 1.3585931392e+06 1.2040266657e+07 1.8316156223e+04 -4.4414728122e+02 1.4701325186e-01 -1.0203957500e+05 1.0086815096e+02 2.6186889620e+02 6.5529096103e-02 1.7153263792e-03 1.2801477948e-03 5.0562512749e-03 6.2587416529e-03 4.2141066076e+01 5.1361051867e+01 6.1322244322e+00 3.6145292168e+01 2.4935397955e+01 -3.1950412623e-01 6.8412672995e-01 1.0359404756e+03 9.3544817758e+02
4.3348300000e+02 9.0000000000e+01 2.4490151373e+02 3.0100629892e-01 5.2684702976e+04 1.3325609447e+01 2.7773143648e+09 1.4049749523e+06 1.2936446970e+07 1.8996158122e+04 -4.3757279944e+02 1.4789131762e-01 -1.0679516594e+05 9.9014280897e+01 2.5888414264e+02 6.5479897994e-02 1.7223309051e-03 1.2687915211e-03 5.1899059171e-03 6.3004893453e-03 4.2530319100e+01 5.1854684228e+01 6.1467526856e+00 3.6501046470e+01 2.4616231857e+01 -3.0281830961e-01 6.8815578035e-01 1.0282740405e+03 9.0948733473e+02
4.4015000000e+02 9.0000000000e+01 2.5926427512e+02 3.0181711954e-01 5.3291645986e+04 1.3489477977e+01 2.8417085569e+09 1.4383027776e+06 1.3851691952e+07 1.9438376849e+04 -4.3107233945e+02 1.4680661165e-01 -1.1139054141e+05 9.6078422014e+01 2.5593568950e+02 6.4783865899e-02 1.7094536393e-03 1.2415638055e-03 5.2772218158e-03 6.2806495487e-03 4.2922140237e+01 5.2128782537e+01 6.0879789499e+00 3.6851358772e+01 2.3936327540e+01 -2.9770427627e-01 6.8737385108e-01 1.0233965252e+03 8.8192951765e+02
4.4681700000e+02 9.0000000000e+01 2.7342030240e+02 2.9845292580e-01 5.3896668778e+04 1.3523546514e+01 2.9066159259e+09 1.4581581508e+06 1.4772254491e+07 1.9626346471e+04 -4.2475373918e+02 1.4357474318e-01 -1.1576735434e+05 9.2092367301e+01 2.5306265618e+02 6.3497516256e-02 1.6747610440e-03 1.1993428666e-03 5.3085381772e-03 6.2022561869e-03 4.3316158091e+01 5.2156227918e+01 5.9560137922e+00 3.7190310413e+01 2.2922052455e+01 -3.0591427743e-01 6.8209237673e-01 1.0217312627e+03 8.5455498719e+02
4.5348300000e+02 9.0000000000e+01 2.8724548865e+02 2.9489834435e-01 5.4494726224e+04 1.3550898658e+01 2.9714927366e+09 1.4773592462e+06 1.5689831761e+07 1.9802520666e+04 -4.1867575130e+02 1.4010329441e-01 -1.1989708012e+05 8.8221671053e+01 2.5028539650e+02 6.2237069136e-02 1.6375213999e-03 1.1584946173e-03 5.3270620431e-03 6.1235331631e-03 4.3712019238e+01 5.2155514365e+01 5.8273458553e+00 3.7524222312e+01 2.1954289157e+01 -3.1634706786e-01 6.7706073481e-01 1.0210162017e+03 8.3039114411e+02
4.6015000000e+02 9.0000000000e+01 3.0080702006e+02 2.9411888578e-01 5.5088079226e+04 1.3644028655e+01 3.0365772827e+09 1.5038299345e+06 1.6608289247e+07 2.0148755392e+04 -4.1280047718e+02 1.3813934777e-01 -1.2380730049e+05 8.5151640691e+01 2.4758957567e+02 6.1322146509e-02 1.6138714343e-03 1.1294759352e-03 5.3740861186e-03 6.0765417964e-03 4.4109567143e+01 5.2314273900e+01 5.7533081229e+00 3.7864159562e+01 2.1266295669e+01 -3.1877792731e-01 6.7515746848e-01 1.0190076668e+03 8.0875097889e+02
4.6681700000e+02 9.0000000000e+01 3.1424350558e+02 2.9579605263e-01 5.5681840027e+04 1.3805342079e+01 3.1024248372e+09 1.5381836436e+06 1.7536328211e+07 2.0651716406e+04 -4.0705553156e+02 1.3755689040e-01 -1.2754442731e+05 8.2783050231e+01 2.4494941535e+02 6.0730939731e-02 1.6037726254e-03 1.1102255813e-03 5.4546212191e-03 6.0609338861e-03 4.4508485008e+01 5.2631821290e+01 5.7264526749e+00 3.8215242289e+01 2.0809619582e+01 -3.1274716642e-01 6.7567222279e-01 1.0152789648e+03 7.8830596673e+02
4.7348300000e+02 9.0000000000e+01 3.2764080733e+02 2.9775790459e-01 5.6279324812e+04 1.3997337857e+01 3.1694047793e+09 1.5764494140e+06 1.8479486674e+07 2.1182323364e+04 -4.0139800996e+02 1.3705805504e-01 -1.3113892762e+05 8.0670328880e+01 2.4234893019e+02 6.0275063118e-02 1.5986848397e-03 1.0927315344e-03 5.5513631025e-03 6.0589964110e-03 4.4908472181e+01 5.3005062361e+01 5.7088711402e+00 3.8575261838e+01 2.0407602346e+01 -3.0353443384e-01 6.7589981778e-01 1.0106106320e+03 7.6800249363e+02
4.8015000000e+02 9.0000000000e+01 3.4101614917e+02 2.9891556447e-01 5.6881385602e+04 1.4188363738e+01 3.2376229123e+09 1.6151227242e+06 1.9438991123e+07 2.1673205916e+04 -3.9582172554e+02 1.3605524266e-01 -1.3460139903e+05 7.8543022213e+01 2.3978378895e+02 5.9811124149e-02 1.5932770701e-03 1.0733193642e-03 5.6510551498e-03 6.0565482856e-03 4.5309424258e+01 5.3370347177e+01 5.6817204162e+00 3.8939854920e+01 1.9972048107e+01 -2.9457564078e-01 6.7476053103e-01 1.0057225025e+03 7.4750476579e+02
4.8681700000e+02 9.0000000000e+01 3.5435904952e+02 3.0000833822e-01 5.7487701566e+04 1.4379764465e+01 3.3070576500e+09 1.6543559481e+06 2.0414264258e+07 2.2169883213e+04 -3.9033300388e+02 1.3499024541e-01 -1.3793339520e+05 7.6453982124e+01 2.3725481779e+02 5.9346056722e-02 1.5874019688e-03 1.0544790919e-03 5.7502232942e-03 6.0542022152e-03 4.5711072158e+01 5.3730987563e+01 5.6565412005e+00 3.9306155017e+01 1.9546797507e+01 -2.8594902522e-01 6.7373851412e-01 1.0009957999e+03 7.2790673458e+02
4.9348300000e+02 9.0000000000e+01 3.6766609365e+02 3.0164898865e-01 5.8097959720e+04 1.4572381868e+01 3.3776856310e+09 1.6942252201e+06 2.1405080504e+07 2.2707165215e+04 -3.8493120531e+02 1.3421740109e-01 -1.4113709584e+05 7.4462827769e+01 2.3476270468e+02 5.8884198299e-02 1.5802815415e-03 1.0379182807e-03 5.8425762466e-03 6.0522849433e-03 4.6113160815e+01 5.4087371133e+01 5.6416344087e+00 3.9673567439e+01 1.9167618266e+01 -2.7815079708e-01 6.7398978988e-01 9.9696649503e+02 7.1044953087e+02
5.0015000000e+02 9.0000000000e+01 3.8092247282e+02 3.0297761217e-01 5.8711107354e+04 1.4733211369e+01 3.4493917930e+09 1.7307926774e+06 2.2410137209e+07 2.3217742852e+04 -3.7961750185e+02 1.3342441001e-01 -1.4421233647e+05 7.2427272335e+01 2.3231096763e+02 5.8297087957e-02 1.5678133734e-03 1.0205279531e-03 5.9140495030e-03 6.0371659111e-03 4.6515629773e+01 5.4397560579e+01 5.6204288777e+00 4.0042491117e+01 1.8773249869e+01 -2.7402504643e-01 6.7431431178e-01 9.9437874749e+02 6.9491295369e+02
5.0681700000e+02 9.0000000000e+01 3.9407056851e+02 3.0259589486e-01 5.9324215089e+04 1.4819317085e+01 3.5218356551e+09 1.7588543893e+06 2.3424784895e+07 2.3597226461e+04 -3.7441156502e+02 1.3209536388e-01 -1.4715080179e+05 7.0159580270e+01 2.2991006522e+02 5.7432030957e-02 1.5474064382e-03 9.9800821485e-04 5.9577965084e-03 5.9921810240e-03 4.6918250407e+01 5.4625559674e+01 5.5691884142e+00 4.0412509549e+01 1.8274905800e+01 -2.7559039876e-01 6.7237646817e-01 9.9338641056e+02 6.7953018922e+02
5.1348300000e+02 9.0000000000e+01 4.0704796236e+02 3.0070196369e-01 5.9934412618e+04 1.4852129393e+01 3.5946782045e+09 1.7808888701e+06 2.4444000393e+07 2.3865310850e+04 -3.6933863140e+02 1.3024217749e-01 -1.4994539666e+05 6.7771611402e+01 2.2756933061e+02 5.6393130364e-02 1.5227809696e-03 9.7166376672e-04 5.9882220746e-03 5.9275092837e-03 4.7320805975e+01 5.4799297346e+01 5.4941283244e+00 4.0782129087e+01 1.7694527485e+01 -2.8053937088e-01 6.6824367918e-01 9.9299424722e+02 6.6345333049e+02
5.2015000000e+02 9.0000000000e+01 4.1984291809e+02 2.9917065946e-01 6.0541416693e+04 1.4918006965e+01 3.6678850023e+09 1.8071990209e+06 2.5466746930e+07 2.4171733777e+04 -3.6440676810e+02 1.2835378594e-01 -1.5260139903e+05 6.5654839591e+01 2.2528766099e+02 5.5513119440e-02 1.5011286097e-03 9.4776063462e-04 6.0304019688e-03 5.8779776618e-03 4.7723272124e+01 5.4990400938e+01 5.4297111362e+00 4.1149903340e+01 1.7157693748e+01 -2.8383330548e-01 6.6478303468e-01 9.9178423217e+02 6.4788935905e+02
5.2681700000e+02 9.0000000000e+01 4.3249029179e+02 2.9917099001e-01 6.1147099589e+04 1.5063257679e+01 3.7416790085e+09 1.8433106025e+06 2.6495648708e+07 2.4606895170e+04 -3.5960537235e+02 1.2672283535e-01 -1.5513346520e+05 6.4006083250e+01 2.2305610981e+02 5.4948667745e-02 1.4862382950e-03 9.2957404879e-04 6.0960139924e-03 5.8605246956e-03 4.8125453774e+01 5.5244970437e+01 5.3948716535e+00 4.1515696775e+01 1.6739357565e+01 -2.8253526362e-01 6.6363168607e-01 9.8925935912e+02 6.3379297415e+02
5.3348300000e+02 9.0000000000e+01 4.4503900009e+02 3.0009974444e-01 6.1753700964e+04 1.5245952482e+01 3.8163279312e+09 1.8841452144e+06 2.7534350056e+07 2.5115525469e+04 -3.5491453993e+02 1.2530583090e-01 -1.5755697134e+05 6.2627353343e+01 2.2086504853e+02 5.4527874155e-02 1.4758342980e-03 9.1463540716e-04 6.1742499044e-03 5.8574570151e-03 4.8527165770e+01 5.5551016851e+01 5.3761919203e+00 4.1881424949e+01 1.6402147020e+01 -2.7806931362e-01 6.6352946330e-01 9.8623334566e+02 6.2072243227e+02
5.4015000000e+02 9.0000000000e+01 4.5751794445e+02 3.0084558698e-01 6.2362140337e+04 1.5399320468e+01 3.8919408280e+09 1.9216117978e+06 2.8584764453e+07 2.5599906215e+04 -3.5031728077e+02 1.2406886404e-01 -1.5988052366e+05 6.1220027827e+01 2.1871016752e+02 5.4006933391e-02 1.4648950698e-03 8.9924830922e-04 6.2448204547e-03 5.8430091142e-03 4.8928412804e+01 5.5864781306e+01 5.3525159659e+00 4.2250038218e+01 1.6074421044e+01 -2.7407105818e-01 6.6274381827e-01 9.8392282079e+02 6.0814692697e+02
5.4681700000e+02 9.0000000000e+01 4.6991647869e+02 3.0100003084e-01 6.2971248039e+04 1.5500250144e+01 3.9683712597e+09 1.9529108610e+06 2.9645490321e+07 2.6024017394e+04 -3.4580908921e+02 1.2307313951e-01 -1.6210360505e+05 5.9690231450e+01 2.1659462985e+02 5.3314346578e-02 1.4502286084e-03 8.8226235246e-04 6.2960085287e-03 5.8093309779e-03 4.9329027170e+01 5.6152501160e+01 5.3169360037e+00 4.2623276239e+01 1.5724111534e+01 -2.7302615887e-01 6.6100630688e-01 9.8288937911e+02 5.9624228502e+02
5.5348300000e+02 9.0000000000e+01 4.8220845019e+02 3.0079919621e-01 6.3579220440e+04 1.5574908020e+01 4.0453935043e+09 1.9813030183e+06 3.0713871957e+07 2.6413863035e+04 -3.4139275377e+02 1.2228126508e-01 -1.6422343368e+05 5.8179271195e+01 2.1452345697e+02 5.2551495399e-02 1.4322363737e-03 8.6467456596e-04 6.3316435450e-03 5.7670762816e-03 4.9728849373e+01 5.6410396074e+01 5.2753676708e+00 4.3000870732e+01 1.5361116349e+01 -2.7478789918e-01 6.5901424950e-01 9.8275514827e+02 5.8534857506e+02
5.6015000000e+02 9.0000000000e+01 4.9438136490e+02 3.0065797536e-01 6.4185233021e+04 1.5668116286e+01 4.1229039002e+09 2.0124668849e+06 3.1788563384e+07 2.6817318559e+04 -3.3707008774e+02 1.2156499614e-01 -1.6624131378e+05 5.6916561772e+01 2.1249800800e+02 5.1872422102e-02 1.4137700639e-03 8.4800837087e-04 6.3654882329e-03 5.7329862546e-03 5.0127907074e+01 5.6659851031e+01 5.2373782105e+00 4.3381434580e+01 1.5013063690e+01 -2.7724525517e-01 6.5746864433e-01 9.8263554061e+02 5.7551596836e+02
5.6681700000e+02 9.0000000000e+01 5.0643934954e+02 3.0133067972e-01 6.4789521297e+04 1.5830423014e+01 4.2009325778e+09 2.0530499211e+06 3.2869788549e+07 2.7311547487e+04 -3.3284001525e+02 1.2105717042e-01 -1.6816239313e+05 5.6103371303e+01 2.1051605085e+02 5.1436684041e-02 1.3979337790e-03 8.3450168056e-04 6.4109199788e-03 5.7250808020e-03 5.0526054653e+01 5.6930469699e+01 5.2172613766e+00 4.3763632673e+01 1.4725056667e+01 -2.7792370133e-01 6.5760676953e-01 9.8177714126e+02 5.6720429795e+02
5.7348300000e+02 9.0000000000e+01 5.1840765284e+02 3.0421237057e-01 6.5393382515e+04 1.6123759298e+01 4.2796459585e+09 2.1115191851e+06 3.3959672271e+07 2.8026285452e+04 -3.2869409201e+02 1.2138859735e-01 -1.6999471600e+05 5.5904858884e+01 2.0857208536e+02 5.1426703611e-02 1.3861644264e-03 8.2769324846e-04 6.4729058725e-03 5.7646794286e-03 5.0923153262e+01 5.7240983888e+01 5.2379334880e+00 4.4147188896e+01 1.4563406523e+01 -2.7554020227e-01 6.6206688601e-01 9.7999594823e+02 5.6215689891e+02
5.8015000000e+02 9.0000000000e+01 5.3032269007e+02 3.1123710375e-01 6.5998519730e+04 1.6632604251e+01 4.3592647579e+09 2.1998307132e+06 3.5061311730e+07 2.9145418486e+04 -3.2461796402e+02 1.2355095048e-01 -1.7174649680e+05 5.6542373349e+01 2.0665969807e+02 5.2081304046e-02 1.3773383322e-03 8.3219360673e-04 6.5454179807e-03 5.8803157522e-03 5.1319248454e+01 5.7585260252e+01 5.3303344185e+00 4.4532590360e+01 1.4607991319e+01 -2.7087200013e-01 6.7498241476e-01 9.7773260978e+02 5.6369752736e+02
5.8681700000e+02 9.0000000000e+01 5.4219920426e+02 3.2540629935e-01 6.6605413088e+04 1.7517225718e+01 4.4398503276e+09 2.3409797340e+06 3.6175761800e+07 3.0980336422e+04 -3.2060310804e+02 1.2881995467e-01 -1.7342178081e+05 5.8504532901e+01 2.0477666195e+02 5.3856268476e-02 1.3681934270e-03 8.5540630659e-04 6.6143104397e-03 6.1264516045e-03 5.1714212310e+01 5.7930363609e+01 5.5452610356e+00 4.4919575099e+01 1.4981628992e+01 -2.6657338546e-01 7.0344209686e-01 9.7578197305e+02 5.7796277054e+02
5.9348300000e+02 9.0000000000e+01 5.5401778389e+02 3.5289882238e-01 6.7212855575e+04 1.9137083029e+01 4.5212374413e+09 2.5863797802e+06 3.7300844222e+07 3.4196906981e+04 -3.1665329999e+02 1.3918924136e-01 -1.7502075413e+05 6.2846887655e+01 2.0292597366e+02 5.7777804165e-02 1.3546016017e-03 9.1299132764e-04 6.6628720798e-03 6.6250199661e-03 5.2107922500e+01 5.8227688162e+01 5.9899257780e+00 4.5306474611e+01 1.5943763316e+01 -2.6620011175e-01 7.6211685777e-01 9.7495614691e+02 6.1725411376e+02
6.0015000000e+02 9.0000000000e+01 5.6572344182e+02 4.0571020017e-01 6.7818041121e+04 2.2187828726e+01 4.6030378988e+09 3.0354442261e+06 3.8430946701e+07 4.0091961491e+04 -3.1278717739e+02 1.5808117902e-01 -1.7654165392e+05 7.1412687072e+01 2.0111513005e+02 6.5798244629e-02 1.3327138776e-03 1.0346852831e-03 6.6754667503e-03 7.6081433445e-03 5.2500438338e+01 5.8427660566e+01 6.8687412325e+00 4.5690335443e+01 1.7985350310e+01 -2.7328169641e-01 8.7885464221e-01 9.7596419463e+02 7.0406566545e+02
