Temperature(K) Pressure(MPa) Hconf(kcal/mol) dHconf Volume(A3) dV V^2(A6) dV^2 V*Hconf(A3*kcal/mol) dV*Hconf Uconf(kcal/mol) dUconf Uconf*Hconf(kcal/mol) dUconf*Hconf rho(kg/m3) drho aP(1/K) daP kT(1/MPa) dkT Cp_id(J/molK) Cp(J/molK) dCp Cv(J/molK) dCv uJT(K/MPa) duJT SS(m/s) dSS
4.0015000000e+02 7.0000000000e+01 1.3803603855e+02 3.0213488028e-01 5.5752910301e+04 1.6163269701e+01 3.1105438784e+09 1.8028616706e+06 7.7332609808e+06 1.8984322416e+04 -4.2369037687e+02 1.5491754945e-01 -5.8129219568e+04 1.0816239100e+02 2.4463716937e+02 7.0922513750e-02 2.1054074688e-03 1.4362411678e-03 7.0024602675e-03 8.2777312269e-03 4.0615947596e+01 5.1091529344e+01 5.7990904640e+00 3.4480635280e+01 2.6330299498e+01 -2.0218020600e-01 7.5528772167e-01 9.3003710124e+02 8.4724599201e+02
4.0681700000e+02 7.0000000000e+01 1.5319868876e+02 2.9971726002e-01 5.6532344221e+04 1.6269512987e+01 3.1981494112e+09 1.8405440396e+06 8.6990141263e+06 1.9343524037e+04 -4.1638074490e+02 1.5179946308e-01 -6.3434732226e+04 1.0323515290e+02 2.4126425939e+02 6.9433738432e-02 2.0617523216e-03 1.3896243741e-03 7.0654625492e-03 8.1966384156e-03 4.0991681694e+01 5.1075952598e+01 5.6617170525e+00 3.4801385210e+01 2.5204297339e+01 -2.0991590577e-01 7.5433524132e-01 9.2788291361e+02 8.1888310143e+02
4.1348300000e+02 7.0000000000e+01 1.6810531092e+02 3.0003319995e-01 5.7309617581e+04 1.6505460712e+01 3.2867458413e+09 1.8931463868e+06 9.6737611814e+06 1.9873368179e+04 -4.0930537274e+02 1.4995216222e-01 -6.8450463317e+04 9.9488930585e+01 2.3799206374e+02 6.8542922178e-02 2.0394622066e-03 1.3572462759e-03 7.1938185946e-03 8.1819926900e-03 4.1371325614e+01 5.1241529700e+01 5.5868006717e+00 3.5126244709e+01 2.4369777190e+01 -2.0615916550e-01 7.5640646507e-01 9.2306907915e+02 7.9180131750e+02
4.2015000000e+02 7.0000000000e+01 1.8291418768e+02 3.0172535168e-01 5.8093250688e+04 1.6820496814e+01 3.3773147690e+09 1.9559221995e+06 1.0667582786e+07 2.0506391415e+04 -4.0239182223e+02 1.4858052829e-01 -7.3242876122e+04 9.6346861852e+01 2.3478173451e+02 6.7979418788e-02 2.0365865426e-03 1.3324237648e-03 7.3860202588e-03 8.2064409468e-03 4.1754597497e+01 5.1574498597e+01 5.5477791924e+00 3.5452968029e+01 2.3715061589e+01 -1.9121534055e-01 7.5863902515e-01 9.1591212240e+02 7.6383824183e+02
4.2681700000e+02 7.0000000000e+01 1.9769828667e+02 3.0408833502e-01 5.8887483526e+04 1.7190193572e+01 3.4703692384e+09 2.0262275626e+06 1.1685355506e+07 2.1201134205e+04 -3.9560984479e+02 1.4724239498e-01 -7.7846900009e+04 9.3566897027e+01 2.3161516410e+02 6.7612152305e-02 2.0358693245e-03 1.3115795387e-03 7.5890793818e-03 8.2558258207e-03 4.2141066076e+01 5.1925116536e+01 5.5300919832e+00 3.5779434848e+01 2.3149929767e+01 -1.7481737927e-01 7.6235654999e-01 9.0864440990e+02 7.3870430644e+02
4.3348300000e+02 7.0000000000e+01 2.1241996746e+02 3.0492093951e-01 5.9690337299e+04 1.7483266828e+01 3.5657076337e+09 2.0884867538e+06 1.2724554737e+07 2.1798282476e+04 -3.8897714392e+02 1.4516136922e-01 -8.2259601907e+04 9.0470143890e+01 2.2849986744e+02 6.6927484973e-02 2.0249998754e-03 1.2849984649e-03 7.7574507177e-03 8.2667400935e-03 4.2530319100e+01 5.2197425012e+01 5.4914509913e+00 3.6109943553e+01 2.2493497156e+01 -1.6436010231e-01 7.6397318188e-01 9.0304344788e+02 7.1471280809e+02
4.4015000000e+02 7.0000000000e+01 2.2701774418e+02 3.0432019108e-01 6.0497567436e+04 1.7677624447e+01 3.6628521575e+09 2.1401056885e+06 1.3780673623e+07 2.2299058067e+04 -3.8251244024e+02 1.4274563484e-01 -8.6468776082e+04 8.6999805129e+01 2.2545095180e+02 6.5877644771e-02 2.0030490195e-03 1.2535553775e-03 7.8786257258e-03 8.2317578610e-03 4.2922140237e+01 5.2403331516e+01 5.4326155806e+00 3.6453640150e+01 2.1774215483e+01 -1.6071540861e-01 7.6363400391e-01 8.9961715068e+02 6.9256668026e+02
4.4681700000e+02 7.0000000000e+01 2.4144514475e+02 3.0400684721e-01 6.1304796117e+04 1.7840548317e+01 3.7612852826e+09 2.1885039914e+06 1.4849701372e+07 2.2810800961e+04 -3.7621809803e+02 1.4106907097e-01 -9.0466454790e+04 8.3637917699e+01 2.2248233457e+02 6.4745453714e-02 1.9717263081e-03 1.2240690611e-03 7.9517549639e-03 8.1834134329e-03 4.3316158091e+01 5.2566402688e+01 5.3809555330e+00 3.6814413902e+01 2.1113717573e+01 -1.6323417655e-01 7.6489951430e-01 8.9839209649e+02 6.7506711565e+02
4.5348300000e+02 7.0000000000e+01 2.5566330834e+02 3.0296286659e-01 6.2108008321e+04 1.7924497826e+01 3.8605093674e+09 2.2272333863e+06 1.5927797437e+07 2.3249975145e+04 -3.7009252566e+02 1.3962197851e-01 -9.4248751697e+04 8.0182689624e+01 2.1960508039e+02 6.3378473926e-02 1.9328700139e-03 1.1922744708e-03 7.9840561811e-03 8.1003856548e-03 4.3712019238e+01 5.2686793091e+01 5.3173001242e+00 3.7185379419e+01 2.0432710421e+01 -1.7120263741e-01 7.6498928341e-01 8.9894224524e+02 6.5924321246e+02
4.6015000000e+02 7.0000000000e+01 2.6965078067e+02 3.0086348970e-01 6.2905163431e+04 1.7947805647e+01 3.9602604846e+09 2.2587579027e+06 1.7012551711e+07 2.3607316995e+04 -3.6413661760e+02 1.3774516002e-01 -9.7819211380e+04 7.6607543888e+01 2.1682217192e+02 6.1862683273e-02 1.8937786170e-03 1.1577580004e-03 8.0094545880e-03 7.9934181548e-03 4.4109567143e+01 5.2799278456e+01 5.2394774051e+00 3.7554462884e+01 1.9716940174e+01 -1.8017941570e-01 7.6257301351e-01 8.9976666550e+02 6.4258978610e+02
4.6681700000e+02 7.0000000000e+01 2.8342408114e+02 2.9971284181e-01 6.3697654218e+04 1.8052302701e+01 4.0607048818e+09 2.3010288998e+06 1.8104863410e+07 2.4050975951e+04 -3.5834788702e+02 1.3576923709e-01 -1.0119359099e+05 7.3490877566e+01 2.1412459105e+02 6.0684211700e-02 1.8639086080e-03 1.1286444981e-03 8.0716748034e-03 7.9260058917e-03 4.4508485008e+01 5.2967035447e+01 5.1842338390e+00 3.7913564336e+01 1.9100858185e+01 -1.8373579756e-01 7.6151927507e-01 8.9906361873e+02 6.2645830164e+02
4.7348300000e+02 7.0000000000e+01 2.9703751941e+02 3.0006951900e-01 6.4489701292e+04 1.8278484239e+01 4.1623714119e+09 2.3591746341e+06 1.9208878068e+07 2.4626709165e+04 -3.5271454811e+02 1.3381365238e-01 -1.0439785421e+05 7.1011742619e+01 2.1149476408e+02 5.9944512602e-02 1.8453336436e-03 1.1064874858e-03 8.1831567307e-03 7.9129311798e-03 4.4908472181e+01 5.3208428814e+01 5.1596852156e+00 3.8263127825e+01 1.8610040145e+01 -1.8000184469e-01 7.6278346493e-01 8.9637500608e+02 6.1106198609e+02
4.8015000000e+02 7.0000000000e+01 3.1054069869e+02 3.0062980367e-01 6.5285073146e+04 1.8532496295e+01 4.2657417508e+09 2.4213955989e+06 2.0328469457e+07 2.5225149752e+04 -3.4722496629e+02 1.3168861146e-01 -1.0745516447e+05 6.8785387583e+01 2.0891811103e+02 5.9305656441e-02 1.8320964927e-03 1.0858694103e-03 8.3204357765e-03 7.9114201399e-03 4.5309424258e+01 5.3483919603e+01 5.1411269037e+00 3.8610103016e+01 1.8146168323e+01 -1.7274496123e-01 7.6381292880e-01 8.9268872989e+02 5.9502710558e+02
4.8681700000e+02 7.0000000000e+01 3.2393904604e+02 3.0065186629e-01 6.6084321849e+04 1.8748679347e+01 4.3708926407e+09 2.4795452130e+06 2.1463858965e+07 2.5780731173e+04 -3.4187927676e+02 1.2950340430e-01 -1.1037559903e+05 6.6548028533e+01 2.0639137663e+02 5.8554973892e-02 1.8175615249e-03 1.0639665976e-03 8.4541105561e-03 7.8939890268e-03 4.5711072158e+01 5.3748620158e+01 5.1147718782e+00 3.8962457766e+01 1.7656046785e+01 -1.6656729842e-01 7.6369685921e-01 8.8916170945e+02 5.7860291043e+02
4.9348300000e+02 7.0000000000e+01 3.3721163030e+02 3.0033114311e-01 6.6885786704e+04 1.8942007403e+01 4.4776121061e+09 2.5355657049e+06 2.2612875400e+07 2.6309218162e+04 -3.3668167867e+02 1.2741485950e-01 -1.1316104946e+05 6.4360755756e+01 2.0391827371e+02 5.7749510629e-02 1.7983678712e-03 1.0416069445e-03 8.5660549323e-03 7.8677910679e-03 4.6113160815e+01 5.3982757654e+01 5.0841621248e+00 3.9325145347e+01 1.7161565828e+01 -1.6400282715e-01 7.6345794260e-01 8.8649004791e+02 5.6363840487e+02
5.0015000000e+02 7.0000000000e+01 3.5033503180e+02 2.9973656902e-01 6.7687127995e+04 1.9115670179e+01 4.5855881452e+09 2.5893350927e+06 2.3772839705e+07 2.6810300316e+04 -3.3163201842e+02 1.2544409302e-01 -1.1581130310e+05 6.2260373331e+01 2.0150410520e+02 5.6907216021e-02 1.7733285417e-03 1.0189640456e-03 8.6453589677e-03 7.8339012739e-03 4.6515629773e+01 5.4182927771e+01 5.0495853275e+00 3.9699121157e+01 1.6676952433e+01 -1.6613875553e-01 7.6330592730e-01 8.8513053554e+02 5.5098115815e+02
5.0681700000e+02 7.0000000000e+01 3.6328243474e+02 2.9857494437e-01 6.8485417486e+04 1.9224596690e+01 4.6944170489e+09 2.6343627266e+06 2.4940493505e+07 2.7244389191e+04 -3.2672760896e+02 1.2366735894e-01 -1.1832424585e+05 6.0108384695e+01 1.9915530431e+02 5.5905045843e-02 1.7433722687e-03 9.9481171495e-04 8.6905055045e-03 7.7742649681e-03 4.6918250407e+01 5.4360090554e+01 5.0039573398e+00 4.0082152643e+01 1.6185875774e+01 -1.7252863667e-01 7.6203790373e-01 8.8520958645e+02 5.3956449404e+02
5.1348300000e+02 7.0000000000e+01 3.7604539272e+02 2.9710470040e-01 6.9278793840e+04 1.9270679530e+01 4.8038337366e+09 2.6710644071e+06 2.6114143114e+07 2.7632503262e+04 -3.2195814321e+02 1.2223706249e-01 -1.2070080159e+05 5.7885091812e+01 1.9687459039e+02 5.4762892493e-02 1.7127699497e-03 9.7009172075e-04 8.7193433763e-03 7.6914478036e-03 4.7320805975e+01 5.4547850692e+01 4.9513992272e+00 4.0470476464e+01 1.5704865557e+01 -1.8004002977e-01 7.5953299811e-01 8.8610041218e+02 5.2842831969e+02
5.2015000000e+02 7.0000000000e+01 3.8865387016e+02 2.9641388369e-01 7.0068185293e+04 1.9342186848e+01 4.9139600534e+09 2.7118761385e+06 2.7295836175e+07 2.8087773578e+04 -3.1730300900e+02 1.2125003118e-01 -1.2294967458e+05 5.5831682369e+01 1.9465659205e+02 5.3734575240e-02 1.6873144534e-03 9.4860343085e-04 8.7630042592e-03 7.6215436777e-03 4.7723272124e+01 5.4787424079e+01 4.9117478826e+00 4.0860042232e+01 1.5294963648e+01 -1.8403544144e-01 7.5784256628e-01 8.8660457114e+02 5.1788584181e+02
5.2681700000e+02 7.0000000000e+01 4.0115755884e+02 2.9711733574e-01 7.0856471509e+04 1.9506902254e+01 5.0251974457e+09 2.7662639464e+06 2.8489876545e+07 2.8680928194e+04 -3.1274152795e+02 1.2057568794e-01 -1.2508468834e+05 5.4147380656e+01 1.9249101557e+02 5.2993090759e-02 1.6701473519e-03 9.3228281824e-04 8.8438510930e-03 7.5899120957e-03 4.8125453774e+01 5.5095109154e+01 4.8962658573e+00 4.1247065016e+01 1.4980815483e+01 -1.8173048602e-01 7.5828394892e-01 8.8579669507e+02 5.0799440329e+02
5.3348300000e+02 7.0000000000e+01 4.1360426849e+02 2.9858197307e-01 7.1647076912e+04 1.9743028914e+01 5.1380326981e+09 2.8312868362e+06 2.9700794914e+07 2.9360401684e+04 -3.0826039242e+02 1.1984695816e-01 -1.2712087125e+05 5.2783025008e+01 1.9036693119e+02 5.2457406340e-02 1.6598250724e-03 9.1897213342e-04 8.9613468458e-03 7.5862262480e-03 4.8527165770e+01 5.5450442208e+01 4.8949753031e+00 4.1629062603e+01 1.4718249698e+01 -1.7402983202e-01 7.5970986198e-01 8.8363272875e+02 4.9791778520e+02
5.4015000000e+02 7.0000000000e+01 4.2602138476e+02 2.9992544961e-01 7.2442442696e+04 2.0000449924e+01 5.2528217876e+09 2.9001402737e+06 3.0931417254e+07 3.0046795766e+04 -3.0385681246e+02 1.1877524009e-01 -1.2907014661e+05 5.1604566048e+01 1.8827683955e+02 5.1980874209e-02 1.6520261415e-03 9.0592481666e-04 9.0964000247e-03 7.5904390690e-03 4.8928412804e+01 5.5814223005e+01 4.8939699210e+00 4.2005525188e+01 1.4457951520e+01 -1.6435230947e-01 7.6079777967e-01 8.8081764693e+02 4.8747577641e+02
5.4681700000e+02 7.0000000000e+01 4.3839930301e+02 3.0086368977e-01 7.3242509716e+04 2.0252562909e+01 5.3695655260e+09 2.9690825692e+06 3.2180936679e+07 3.0709249649e+04 -2.9953979680e+02 1.1738648727e-01 -1.3093749054e+05 5.0536857947e+01 1.8622019116e+02 5.1492448182e-02 1.6422640703e-03 8.9224883140e-04 9.2237385741e-03 7.5923724765e-03 4.9329027170e+01 5.6151630063e+01 4.8882505751e+00 4.2377467559e+01 1.4186280494e+01 -1.5646086530e-01 7.6158214602e-01 8.7830793690e+02 4.7758445027e+02
5.5348300000e+02 7.0000000000e+01 4.5070654232e+02 3.0137602978e-01 7.4045345827e+04 2.0478194743e+01 5.4879885046e+09 3.0348153577e+06 3.3446090254e+07 3.1333216163e+04 -2.9532135947e+02 1.1588696948e-01 -1.3272279341e+05 4.9521150867e+01 1.8420110012e+02 5.0943188367e-02 1.6276483774e-03 8.7771151361e-04 9.3230728927e-03 7.5842043177e-03 4.9728849373e+01 5.6444627736e+01 4.8759284150e+00 4.2747007191e+01 1.3903215644e+01 -1.5294533524e-01 7.6226055295e-01 8.7686512949e+02 4.6898007400e+02
5.6015000000e+02 7.0000000000e+01 4.6291103887e+02 3.0145575713e-01 7.4848468651e+04 2.0659600835e+01 5.6077273970e+09 3.0946184660e+06 3.4723219506e+07 3.1907086896e+04 -2.9120855360e+02 1.1449831699e-01 -1.3442408319e+05 4.8515253238e+01 1.8222462538e+02 5.0297462198e-02 1.6078373090e-03 8.6217144358e-04 9.3877204300e-03 7.5599824401e-03 5.0127907074e+01 5.6696516956e+01 4.8556965137e+00 4.3116750667e+01 1.3610633476e+01 -1.5429878605e-01 7.6262474827e-01 8.7674151343e+02 4.6167992254e+02
5.6681700000e+02 7.0000000000e+01 4.7498652983e+02 3.0160815878e-01 7.5649446544e+04 2.0827796924e+01 5.7284202015e+09 3.1534285079e+06 3.6009029133e+07 3.2485006559e+04 -2.8720314254e+02 1.1352325304e-01 -1.3603901786e+05 4.7603300700e+01 1.8029522731e+02 4.9638861250e-02 1.5851626318e-03 8.4715698998e-04 9.4278865605e-03 7.5321691306e-03 5.0526054653e+01 5.6930782858e+01 4.8360217368e+00 4.3488813371e+01 1.3336184864e+01 -1.5864190334e-01 7.6349047102e-01 8.7757756013e+02 4.5585439539e+02
5.7348300000e+02 7.0000000000e+01 4.8693072501e+02 3.0336606757e-01 7.6447348278e+04 2.1099152502e+01 5.8499251590e+09 3.2296128560e+06 3.7302662534e+07 3.3247206962e+04 -2.8329803408e+02 1.1347210330e-01 -1.3756809700e+05 4.7063785133e+01 1.7841343706e+02 4.9241372024e-02 1.5631619766e-03 8.3709752336e-04 9.4633394252e-03 7.5432619371e-03 5.0923153262e+01 5.7179213025e+01 4.8428440091e+00 4.3864632111e+01 1.3152127285e+01 -1.6284284166e-01 7.6824772066e-01 8.7867010900e+02 4.5293499567e+02
5.8015000000e+02 7.0000000000e+01 4.9876904832e+02 3.0924568692e-01 7.7243161412e+04 2.1663092383e+01 5.9723886721e+09 3.3534700575e+06 3.8606268621e+07 3.4496107617e+04 -2.7947775425e+02 1.1512799503e-01 -1.3901534684e+05 4.7313419493e+01 1.7657529690e+02 4.9521108400e-02 1.5440425778e-03 8.3876854397e-04 9.5080661118e-03 7.6593370627e-03 5.1319248454e+01 5.7461285610e+01 4.9172407908e+00 4.4245053181e+01 1.3165252954e+01 -1.6479049643e-01 7.8303958170e-01 8.7951700252e+02 4.5601048642e+02
5.8681700000e+02 7.0000000000e+01 5.1052728623e+02 3.2281027114e-01 7.8037986219e+04 2.2773462708e+01 6.0959715870e+09 3.5668653895e+06 3.9922075791e+07 3.6669322200e+04 -2.7572760215e+02 1.1973059249e-01 -1.4038472868e+05 4.8845113567e+01 1.7477685959e+02 5.1004318371e-02 1.5271926515e-03 8.6119005336e-04 9.5599058661e-03 7.9663186216e-03 5.1714212310e+01 5.7770887828e+01 5.1155490554e+00 4.4630028820e+01 1.3513276483e+01 -1.6494839624e-01 8.1708848420e-01 8.8018135280e+02 4.7008465804e+02
5.9348300000e+02 7.0000000000e+01 5.2221778596e+02 3.5041639156e-01 7.8832065334e+04 2.4871366657e+01 6.2206986531e+09 3.9445482059e+06 4.1250829281e+07 4.0567989142e+04 -2.7203767517e+02 1.2950239122e-01 -1.4167841964e+05 5.2382657452e+01 1.7301632403e+02 5.4586321119e-02 1.5100842128e-03 9.2023499636e-04 9.6047565893e-03 8.6128530621e-03 5.2107922500e+01 5.8083760046e+01 5.5379164733e+00 4.5018798398e+01 1.4436985736e+01 -1.6568666860e-01 8.8716915712e-01 8.8113751079e+02 5.0436932354e+02
6.0015000000e+02 7.0000000000e+01 5.3383846882e+02 4.0554836635e-01 7.9624713271e+04 2.8901776211e+01 6.3464491414e+09 4.6474843916e+06 4.2591695609e+07 4.7916783591e+04 -2.6840314554e+02 1.4864927267e-01 -1.4289671803e+05 5.9254490972e+01 1.7129398148e+02 6.2175424130e-02 1.4907594271e-03 1.0495337615e-03 9.6309350558e-03 9.9163592034e-03 5.2500438338e+01 5.8379934711e+01 6.3968531816e+00 4.5410072987e+01 1.6452622639e+01 -1.6895813854e-01 1.0284597273e+00 8.8277580863e+02 5.7782786701e+02
