6.0807328213e+01 3.0384051000e+02 
4.6947778579e+01 2.8748446000e+02 
5.3574672706e+01 3.1570864000e+02 
5.9390320379e+01 3.0577249000e+02 
4.2062737195e+01 2.8724833000e+02 
4.5285400099e+01 2.9759731000e+02 
6.1328613927e+01 2.9894015000e+02 
5.6229256996e+01 3.0577548000e+02 
7.2755676577e+01 2.9434913000e+02 
4.0833169466e+01 3.2745478000e+02 
4.6311775739e+01 3.0493625000e+02 
5.5874779590e+01 2.9098599000e+02 
5.9408505177e+01 2.7026857000e+02 
5.0107806420e+01 3.1620185000e+02 
5.8607651629e+01 2.9153656000e+02 
3.6421007805e+01 2.9724478000e+02 
3.7101569326e+01 2.8107387000e+02 
4.4457715690e+01 2.9895276000e+02 
3.8477159553e+01 2.9605586000e+02 
4.4202760712e+01 2.8697171000e+02 
4.2249330223e+01 3.1192276000e+02 
4.5821667727e+01 2.8849004000e+02 
5.4878027326e+01 2.8432294000e+02 
3.4663326070e+01 2.9116559000e+02 
4.4955332898e+01 2.8460431000e+02 
4.8980054104e+01 2.9998621000e+02 
5.6857565215e+01 3.0598557000e+02 
4.8625715513e+01 3.0191273000e+02 
4.2222639191e+01 2.9976630000e+02 
7.1340001168e+01 3.0416888000e+02 
4.8974141790e+01 3.1332930000e+02 
4.9204511270e+01 3.1005035000e+02 
5.5862029865e+01 2.9406667000e+02 
5.2013765134e+01 3.1253302000e+02 
5.9732730991e+01 3.0854373000e+02 
6.1217852530e+01 3.0138877000e+02 
5.5181089388e+01 3.0690452000e+02 
6.0262283812e+01 3.2083521000e+02 
5.4257962910e+01 2.9817687000e+02 
5.4306484412e+01 2.9988348000e+02 
5.4313055338e+01 2.9701350000e+02 
4.3602494187e+01 3.0369230000e+02 
5.4826844016e+01 2.9177446000e+02 
4.9188126004e+01 3.0610721000e+02 
5.6800403730e+01 3.0035106000e+02 
4.9110500922e+01 3.0243274000e+02 
5.2575764246e+01 3.2129520000e+02 
5.6399808250e+01 3.0793695000e+02 
4.7663084443e+01 2.9815856000e+02 
4.6972958854e+01 3.0584271000e+02 
5.7893202974e+01 3.2098517000e+02 
4.5451542701e+01 3.0882411000e+02 
4.9849042635e+01 2.9207530000e+02 
5.4552804474e+01 2.9501876000e+02 
4.0415007271e+01 2.9977084000e+02 
4.9848398208e+01 3.0773388000e+02 
4.9496962578e+01 2.9786687000e+02 
5.5594809496e+01 3.0927135000e+02 
5.6216816313e+01 3.0176952000e+02 
4.3809731170e+01 3.0780321000e+02 
4.7346327294e+01 2.9226831000e+02 
3.9852990933e+01 2.9810693000e+02 
4.8852937838e+01 3.0309118000e+02 
4.8256994851e+01 2.9757648000e+02 
4.2367462000e+01 2.8693226000e+02 
4.3656217715e+01 3.1028667000e+02 
4.3703336880e+01 2.8741228000e+02 
6.3927859569e+01 2.9454694000e+02 
